ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),haversine_distance_km,euclidean_distance_deg,euclidean_projected_km,geodesic_distance_km,delivery_distance_km,pickup_distance_km,delivery_hour,delivery_day,delivery_month,delivery_dayofweek,pickup_lag_min,festival_binary,traffic_code,city_code,zone_lat_bin,zone_lon_bin,zone_id,zone_order_density,city_order_share,region_code,restaurant_x_km,restaurant_y_km,delivery_x_km,delivery_y_km,is_outlier,outlier_vote_count,cluster,zone_label,zone_reason
0x50c4,MYSRES15DEL01,28.0,4.7,12.352058,76.60665,12.462058,76.71665,2022-03-25,18:20:00,18:30:00,Sandstorms,Medium,1,Buffet,motorcycle,,No,Metropolitian,25,17.097097558661133,0.1555634918610409,17.525523905162142,17.062995952155894,17.062995952155894,0.0,18,25,3,4,10.0,0,2,3,12.4,76.60000000000001,12.4_76.6,9.0,0.7436926605504587,2,8527.813269378532,1385.801314229778,8540.05841336579,1398.3392740670763,False,0,6,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0xbcd5,SURRES03DEL01,34.0,4.8,21.186884,72.793616,21.196884,72.803616,2022-04-05,08:45:00,08:50:00,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,1.5202946485160471,0.014142135623735673,1.632385687682186,1.5179237301775086,1.5179237301775086,0.0,8,5,4,1,5.0,0,1,3,21.200000000000003,72.8,21.2_72.8,118.0,0.7436926605504587,4,8103.348266121091,2414.1765098268547,8104.4614610290255,2415.370444553001,False,0,10,High Demand Zone,High order volume with strong density index.
0x6234,VADRES01DEL01,25.0,4.8,22.307898,73.167788,22.417898,73.277788,2022-03-14,18:25:00,18:40:00,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,16.66013113561463,0.15556349186103965,18.035151953439744,16.635381027246595,16.635381027246595,0.0,18,14,3,0,15.0,0,2,3,22.3,73.2,22.3_73.2,71.0,0.7436926605504587,4,8145.000902630192,2548.5324327645735,8157.246046617453,2561.7733977866146,False,0,11,Low Activity Zone,Low demand volume relative to other zones.
0xcc11,AURGRES05DEL02,38.0,5.0,19.875522,75.367127,19.925522,75.417127,2022-02-15,21:20:00,21:35:00,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,7.631531178843553,0.07071067811865325,8.125270356604737,7.619039773401199,7.619039773401199,0.0,21,15,2,1,15.0,0,4,3,19.900000000000002,75.4,19.9_75.4,13.0,0.7436926605504587,5,8389.830200191978,2258.2906146301184,8395.396174731643,2264.2100694860774,False,0,-1,High Demand Zone,High order volume with strong density index.
0x6445,JAPRES17DEL02,34.0,3.5,26.892312,75.806896,26.972313,75.886896,2022-03-31,17:35:00,17:40:00,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,32,11.917696925792509,0.1131377920988368,13.3824649719482,11.903830116733703,11.903830116733703,0.0,17,31,3,3,5.0,0,2,3,26.900000000000002,75.8,26.9_75.8,110.0,0.7436926605504587,1,8438.785061338647,3110.023986809084,8447.690620602109,3120.0130499748857,False,0,9,Emerging Growth Zone,Mid-demand zone with growth potential.
0x33dc,VADRES13DEL01,24.0,4.9,22.310237,73.158921,22.420237,73.268921,2022-03-20,19:30:00,19:35:00,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,22,16.660002140806288,0.15556349186103965,18.03531523449328,16.635254743950217,16.635254743950217,0.0,19,20,3,6,5.0,0,4,3,22.3,73.2,22.3_73.2,71.0,0.7436926605504587,4,8144.01383270533,2548.8138751102547,8156.258976692589,2562.0550625320398,False,0,11,Low Activity Zone,Low demand volume relative to other zones.
0xbfb4,KOLRES14DEL02,21.0,4.6,22.552996,88.35231,22.572996,88.37231,2022-02-17,11:55:00,12:00:00,Stormy,High,1,Snack,scooter,1.0,No,Urban,16,3.027101038446283,0.028284271247458786,3.281673032151183,3.022643333581187,3.022643333581187,0.0,12,17,2,3,5.0,0,3,2,22.6,88.4,22.6_88.4,14.0,0.2213302752293578,3,9835.334159609452,2578.049831152023,9837.560549425318,2580.4607575875993,False,0,-1,High Demand Zone,High order volume with strong density index.
0xd989,KOLRES04DEL03,25.0,4.6,22.538731,88.364878,22.598731,88.424878,2022-02-15,17:40:00,17:50:00,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,9.081128975833424,0.08485281374238891,9.845240417553894,9.067759514408273,9.067759514408273,0.0,17,15,2,1,10.0,0,2,3,22.5,88.4,22.5_88.4,16.0,0.7436926605504587,3,9836.733222969742,2576.330451421444,9843.41239241734,2583.5635319802186,False,0,-1,High Demand Zone,High order volume with strong density index.
0x8b3f,VADRES14DEL01,23.0,4.9,22.311603,73.165012,22.351603,73.205012,2022-04-05,14:40:00,14:45:00,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,19,6.058857313368998,0.05656854249491757,6.5574428308342405,6.049844084741427,6.049844084741427,0.0,14,5,4,1,5.0,0,3,3,22.3,73.2,22.3_73.2,71.0,0.7436926605504587,4,8144.69187972375,2548.978242508593,8149.144659355481,2553.7920570076053,False,0,11,Low Activity Zone,Low demand volume relative to other zones.
0xdeb4,LUDHRES06DEL02,34.0,4.9,30.895204,75.822103,30.945204,75.872103,2022-02-17,22:40:00,22:55:00,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,7.3253096855118285,0.07071067811865325,8.54836793931463,7.319148821157839,7.319148821157839,0.0,22,17,2,3,15.0,0,1,3,30.900000000000002,75.8,30.9_75.8,31.0,0.7436926605504587,1,8440.47789683514,3619.146853392757,8446.043871374803,3625.634882511815,False,0,-1,High Demand Zone,High order volume with strong density index.
0xa243,HYDRES010DEL01,25.0,4.7,17.428294,78.404423,17.498294,78.474423,2022-03-31,18:50:00,18:55:00,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,37,10.757065525551635,0.09899494936612209,11.28943894763018,10.738021146085408,10.738021146085408,0.0,18,31,3,3,5.0,0,2,3,17.400000000000002,78.4,17.4_78.4,71.0,0.7436926605504587,3,8727.940444300426,1970.7385001817092,8735.732808655956,1978.9073733906012,False,0,4,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0xd446,ALHRES08DEL03,28.0,4.9,25.450329,81.834279,25.540329,81.924279,2022-02-12,22:15:00,22:20:00,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,10,13.48134683231166,0.12727922061358088,14.95250165845667,13.464219589295825,13.464219589295825,0.0,22,12,2,5,5.0,0,1,3,25.5,81.80000000000001,25.5_81.8,12.0,0.7436926605504587,3,9109.75026771468,2931.1595777182033,9119.769021886075,2942.2592115274483,False,0,-1,High Demand Zone,High order volume with strong density index.
0x6436,PUNERES07DEL01,34.0,3.7,18.546947,73.900626,18.656947,74.010626,2022-03-27,21:30:00,21:40:00,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,16.8521096927661,0.15556349186103965,17.800932042133986,16.82329231639434,16.82329231639434,0.0,21,27,3,6,10.0,0,4,3,18.5,73.9,18.5_73.9,51.0,0.7436926605504587,5,8226.580055624154,2101.668193921839,8238.825199611414,2114.588318932841,False,0,7,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0x5d2d,JAPRES20DEL01,24.0,4.5,26.956431,75.776649,27.066431,75.886649,2022-03-08,23:30:00,23:40:00,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,14,16.381621220597054,0.15556349186104218,18.40797044654006,16.362659803036674,16.362659803036674,0.0,23,8,3,1,10.0,0,1,3,27.0,75.8,27.0_75.8,10.0,0.7436926605504587,1,8435.417980700626,3118.0294320397475,8447.663124687884,3131.773879089083,False,0,9,Emerging Growth Zone,Mid-demand zone with growth potential.
0xbb22,CHENRES14DEL03,31.0,5.0,13.026279,80.174568,13.086279,80.234568,2022-03-28,20:25:00,20:30:00,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,,26,9.314057058485723,0.0848528137423864,9.57192592396515,9.295709409330447,9.295709409330447,0.0,20,28,3,0,5.0,0,4,0,13.0,80.2,13.0_80.2,55.0,0.03211009174311927,3,8924.992084330686,1462.734744964995,8931.67125377828,1469.591162497802,False,1,3,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x8b2b,MUMRES14DEL03,38.0,4.6,19.1813,72.836191,19.2413,72.896191,2022-03-21,20:10:00,20:20:00,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,30,9.176260167361136,0.0848528137423864,9.728281044732274,9.16087857490925,9.16087857490925,0.0,20,21,3,0,10.0,0,4,3,19.200000000000003,72.8,19.2_72.8,23.0,0.7436926605504587,4,8108.087693441616,2176.2927246586924,8114.766862889212,2183.3657825246787,False,0,8,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0xc1ec,DEHRES04DEL03,32.0,4.8,30.340722,78.060221,30.430722,78.150221,2022-02-16,17:30:00,17:45:00,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,17,13.216596221304577,0.12727922061358088,15.338252523726885,13.204881259879022,13.204881259879022,0.0,17,16,2,2,15.0,0,2,3,30.3,78.10000000000001,30.3_78.1,3.0,0.7436926605504587,1,8689.6240529304,3547.4220958665887,8699.642807101796,3559.036162998079,False,0,-1,High Demand Zone,High order volume with strong density index.
0xde6f,AURGRES03DEL03,28.0,5.0,19.874733,75.353942,19.964733,75.443942,2022-02-14,18:00:00,18:15:00,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,29,13.735972685061908,0.12727922061358088,14.626430110425181,13.71350478925863,13.71350478925863,0.0,18,14,2,0,15.0,0,2,3,19.900000000000002,75.4,19.9_75.4,13.0,0.7436926605504587,5,8388.362452705871,2258.1972206118576,8398.381206877266,2268.8535343566914,False,0,-1,High Demand Zone,High order volume with strong density index.
0x33a0,JAPRES06DEL03,29.0,4.5,26.911927,75.797282,27.001927,75.887282,2022-03-31,19:00:00,19:10:00,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,13.406019069693492,0.12727922061358088,15.057000505351942,13.390446111325245,13.390446111325245,0.0,19,31,3,3,10.0,0,2,3,26.900000000000002,75.8,26.9_75.8,110.0,0.7436926605504587,1,8437.71483575416,3112.472494162722,8447.733589925556,3123.712504352722,False,0,9,Emerging Growth Zone,Mid-demand zone with growth potential.
0xb712,CHENRES05DEL02,28.0,4.8,13.058616,80.264151,13.188616,80.394151,2022-03-16,19:50:00,20:00:00,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,23,20.177770321879272,0.18384776310849843,20.74208334385399,20.13807549667959,20.13807549667959,0.0,20,16,3,2,10.0,0,4,3,13.100000000000001,80.30000000000001,13.1_80.3,18.0,0.7436926605504587,3,8934.96441827442,1466.4298043102353,8949.435952077545,1481.2894385866357,False,0,3,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x8299,MYSRES15DEL02,39.0,4.8,12.352058,76.60665,12.402058,76.65665,2022-03-05,21:50:00,22:00:00,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30,7.771845037319833,0.07071067811865325,7.965677667292202,7.756334787417965,7.756334787417965,0.0,22,5,3,5,10.0,0,4,3,12.4,76.60000000000001,12.4_76.6,9.0,0.7436926605504587,2,8527.813269378532,1385.801314229778,8533.379243918194,1391.4997305117843,False,0,6,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x9155,INDORES05DEL02,26.0,4.8,22.727021,75.884167,22.747021,75.904167,2022-03-26,09:50:00,10:00:00,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,14,3.025336884941077,0.028284271247458786,3.2839199950659546,3.020916215301368,3.020916215301368,0.0,10,26,3,5,10.0,0,1,3,22.700000000000003,75.9,22.7_75.9,74.0,0.7436926605504587,5,8447.386829711733,2599.039656998683,8449.6132195276,2601.4536410337996,False,0,0,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0x3d8c,INDORES02DEL03,33.0,4.8,22.651847,75.881991,22.681847,75.911991,2022-03-24,23:15:00,23:25:00,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,4.539074472876669,0.04242640687119446,4.924516697270536,4.532421028606297,4.532421028606297,0.0,23,24,3,3,10.0,0,1,3,22.700000000000003,75.9,22.7_75.9,74.0,0.7436926605504587,5,8447.144598499768,2589.9693682407647,8450.484183223565,2593.5884894841424,False,0,0,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0xd3fa,ALHRES17DEL03,37.0,4.9,25.45235,81.841889,25.48235,81.871889,2022-02-11,20:30:00,20:45:00,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,4.494252225798989,0.04242640687119446,4.983527781340628,4.488533416820897,4.488533416820897,0.0,20,11,2,4,15.0,0,4,3,25.5,81.80000000000001,25.5_81.8,12.0,0.7436926605504587,3,9110.597409039616,2931.408734974917,9113.936993763415,2935.1077514685226,False,0,-1,High Demand Zone,High order volume with strong density index.
0xb012,COIMBRES20DEL03,24.0,4.6,10.994136,76.963303,11.084136,77.053303,2022-03-27,23:20:00,23:25:00,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,14.022496155120859,0.12727922061358213,14.302837635351363,13.993853622293804,13.993853622293804,0.0,23,27,3,6,5.0,0,1,3,11.0,77.0,11.0_77.0,142.0,0.7436926605504587,2,8567.515699728423,1231.4418131790014,8577.534453899818,1241.6494441125924,False,0,2,High Demand Zone,High order volume with strong density index.
0xdcaa,AURGRES03DEL02,36.0,5.0,19.874733,75.353942,19.954733,75.433942,2022-02-14,19:35:00,19:40:00,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,12.209934829484519,0.1131370849898477,13.001052813058756,12.189959516932417,12.189959516932417,0.0,19,14,2,0,5.0,0,4,3,19.900000000000002,75.4,19.9_75.4,13.0,0.7436926605504587,5,8388.362452705871,2258.1972206118576,8397.268011969334,2267.6691997320263,False,0,-1,High Demand Zone,High order volume with strong density index.
0x9587,VADRES14DEL03,22.0,4.7,22.311603,73.165012,22.401603,73.255012,2022-03-04,17:45:00,17:50:00,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,44,13.631300908790598,0.12727922061357083,14.755673426085648,13.611044846525985,13.611044846525985,0.0,17,4,3,4,5.0,0,2,3,22.3,73.2,22.3_73.2,71.0,0.7436926605504587,4,8144.69187972375,2548.978242508593,8154.7106338951435,2559.8112690067824,False,0,11,Low Activity Zone,Low demand volume relative to other zones.
0x43ba,HYDRES04DEL03,21.0,4.6,17.411028,78.329645,17.441028,78.359645,2022-03-30,18:55:00,19:00:00,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,4.610620073503543,0.042426406871191945,4.83781314818377,4.602448566244239,4.602448566244239,0.0,19,30,3,2,5.0,0,2,3,17.400000000000002,78.30000000000001,17.4_78.3,11.0,0.7436926605504587,3,8719.616195417886,1968.724071421689,8722.955780141685,1972.2243014040346,False,0,4,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0x5803,SURRES07DEL02,29.0,5.0,21.170798,72.790489,21.220798,72.840489,2022-03-21,22:35:00,22:45:00,Windy,Low,1,Buffet,scooter,,No,Urban,16,7.601379437572868,0.07071067811866079,8.162044267289989,7.58952682565944,7.58952682565944,0.0,22,21,3,0,10.0,0,1,2,21.200000000000003,72.8,21.2_72.8,118.0,0.2213302752293578,4,8103.000170073381,2412.256115865402,8108.566144613046,2418.2259478601063,False,0,10,High Demand Zone,High order volume with strong density index.
0x70f5,BANGRES17DEL02,33.0,4.7,12.972532,77.608179,12.992532,77.628179,2022-04-05,08:30:00,08:35:00,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,3.1051357665361654,0.028284271247460042,3.1901547828528867,3.0990100939446292,3.0990100939446292,0.0,8,5,4,1,5.0,0,1,3,13.0,77.60000000000001,13.0_77.6,51.0,0.7436926605504587,2,8639.302967673228,1456.5942909438643,8641.529357489095,1458.8790832596696,False,0,1,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x575d,RANCHIRES04DEL02,27.0,4.1,23.359033,85.325347,23.379033,85.345347,2022-03-11,10:20:00,10:25:00,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,3.01883263316829,0.028284271247468833,3.2922787296945684,3.014548256136957,3.014548256136957,0.0,10,11,3,4,5.0,0,1,3,23.400000000000002,85.30000000000001,23.4_85.3,104.0,0.7436926605504587,3,9498.374179799372,2675.495738087321,9500.600569615239,2677.9210808717135,False,0,5,Low Activity Zone,Low demand volume relative to other zones.
0x4f3c,SURRES04DEL01,30.0,4.2,21.173493,72.801953,21.243493,72.871953,2022-04-06,19:50:00,19:55:00,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,46,10.641505644147731,0.09899494936612209,11.427387665058115,10.624920975781682,10.624920975781682,0.0,19,6,4,2,5.0,0,4,3,21.200000000000003,72.8,21.2_72.8,118.0,0.7436926605504587,4,8104.276336715835,2412.5778383210945,8112.068701071365,2420.9363218317676,False,0,10,High Demand Zone,High order volume with strong density index.
0xb209,COIMBRES13DEL01,20.0,4.9,11.003669,76.976494,11.073669,77.046494,2022-04-02,17:25:00,17:30:00,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,17,10.906394657646828,0.09899494936611203,11.124420014783828,10.884116941798604,10.884116941798604,0.0,17,2,4,5,5.0,0,2,2,11.0,77.0,11.0_77.0,142.0,0.2213302752293578,2,8568.98411513148,1232.5228801807089,8576.776479487007,1240.4621357135663,False,0,2,High Demand Zone,High order volume with strong density index.
0x4f9a,BANGRES20DEL01,31.0,4.4,12.972161,77.596014,13.042161,77.666014,2022-03-12,20:25:00,20:30:00,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,10.867449761677944,0.09899494936612209,11.16611028971941,10.846021334892525,10.846021334892525,0.0,20,12,3,5,5.0,0,4,3,13.0,77.60000000000001,13.0_77.6,51.0,0.7436926605504587,2,8637.948766067726,1456.551909782944,8645.741130423257,1464.5494767100058,False,0,1,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x8011,SURRES19DEL03,36.0,4.6,21.149669,72.772629,21.179669,72.802629,2022-03-28,19:00:00,19:10:00,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,4.561274298655883,0.04242640687119446,4.896675050611174,4.554153294969161,4.554153294969161,0.0,19,28,3,0,10.0,0,2,3,21.1,72.8,21.1_72.8,20.0,0.7436926605504587,4,8101.012003967812,2409.733990956678,8104.351588691612,2413.3151360841257,False,0,10,High Demand Zone,High order volume with strong density index.
0x9692,JAPRES17DEL02,39.0,4.9,26.892312,75.806896,26.972313,75.886896,2022-03-14,21:15:00,21:25:00,Windy,Jam,0,Snack,motorcycle,2.0,No,Urban,43,11.917696925792509,0.1131377920988368,13.3824649719482,11.903830116733703,11.903830116733703,0.0,21,14,3,0,10.0,0,4,2,26.900000000000002,75.8,26.9_75.8,110.0,0.2213302752293578,1,8438.785061338647,3110.023986809084,8447.690620602109,3120.0130499748857,False,0,9,Emerging Growth Zone,Mid-demand zone with growth potential.
0x9415,HYDRES07DEL01,32.0,4.7,17.424114,78.347554,17.534114,78.457554,2022-03-31,22:50:00,23:05:00,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,16.903259251263673,0.15556349186103965,17.74135520554034,16.873347387885367,16.873347387885367,0.0,23,31,3,3,15.0,0,1,3,17.400000000000002,78.30000000000001,17.4_78.3,11.0,0.7436926605504587,3,8721.609816178505,1970.2508010071479,8733.854960165763,1983.0887188001723,False,0,4,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0x7cb8,INDORES15DEL02,26.0,4.7,22.760072,75.892574,22.780072,75.912574,2022-03-05,08:20:00,08:25:00,Windy,Low,2,Meal,scooter,0.0,No,Urban,16,3.025000521813691,0.028284271247468833,3.2843493843279044,3.0205869101906617,3.0205869101906617,0.0,8,5,3,5,5.0,0,1,2,22.8,75.9,22.8_75.9,52.0,0.2213302752293578,1,8448.322692670834,2603.029076797474,8450.549082486701,2605.4436449299023,False,0,0,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0x9c8c,SURRES11DEL01,21.0,4.9,21.157735,72.768778,21.167735,72.778778,2022-03-13,11:25:00,11:35:00,Stormy,High,2,Buffet,motorcycle,0.0,No,Urban,13,1.5204340194395622,0.014142135623735673,1.6322135969290574,1.5180601561565734,1.5180601561565734,0.0,11,13,3,6,10.0,0,3,2,21.200000000000003,72.8,21.2_72.8,118.0,0.2213302752293578,4,8100.583312608767,2410.6967701652648,8101.696507516702,2411.8904695926535,False,0,10,High Demand Zone,High order volume with strong density index.
0xb38b,COIMBRES12DEL03,23.0,4.6,11.000762,76.981876,11.030762,77.011876,2022-03-21,18:30:00,18:45:00,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,4.674347967709947,0.0424264068711932,4.7674192638437445,4.664796466065146,4.664796466065146,0.0,18,21,3,0,15.0,0,2,3,11.0,77.0,11.0_77.0,142.0,0.7436926605504587,2,8569.583236630928,1232.1932151125513,8572.922821354727,1235.5954879278675,False,0,2,High Demand Zone,High order volume with strong density index.
0x4d5b,SURRES03DEL02,22.0,4.9,21.186884,72.793616,21.206884,72.813616,2022-03-03,11:10:00,11:20:00,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,24,3.0405414414137746,0.028284271247458786,3.264830484547303,3.0358006157563437,3.0358006157563437,0.0,11,3,3,3,10.0,0,3,3,21.200000000000003,72.8,21.2_72.8,118.0,0.7436926605504587,4,8103.348266121091,2414.1765098268547,8105.574655936956,2416.564460094478,False,0,10,High Demand Zone,High order volume with strong density index.
0x8f9e,SURRES14DEL03,39.0,4.5,21.157729,72.768726,21.187729,72.798726,2022-03-30,18:25:00,18:35:00,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,16,4.561158727388432,0.04242640687119446,4.896817729376727,4.554040165844703,4.554040165844703,0.0,18,30,3,2,10.0,0,2,3,21.200000000000003,72.8,21.2_72.8,118.0,0.7436926605504587,4,8100.577523995247,2410.6960539698166,8103.917108719045,2414.2773941864557,False,0,10,High Demand Zone,High order volume with strong density index.
0x3b2e,CHENRES02DEL02,32.0,4.1,13.086438,80.220672,13.136439,80.270672,2022-03-24,20:40:00,20:45:00,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,7.760948496282917,0.07071138522897945,7.977602637467336,7.745676524101947,7.745676524101947,0.0,20,24,3,3,5.0,0,4,3,13.100000000000001,80.2,13.1_80.2,30.0,0.7436926605504587,3,8930.124358134217,1469.6093342181816,8935.690332673883,1475.3244082566453,False,0,3,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x2cb6,JAPRES13DEL01,25.0,4.7,26.846156,75.8023,26.956156,75.9123,2022-03-25,19:40:00,19:55:00,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,20,16.388721991758743,0.15556349186103965,18.397932533931904,16.369614602872474,16.369614602872474,0.0,19,25,3,4,15.0,0,4,3,26.8,75.8,26.8_75.8,27.0,0.7436926605504587,1,8438.273436958962,3104.2640874256585,8450.518580946222,3117.9950877626466,False,0,9,Emerging Growth Zone,Mid-demand zone with growth potential.
0x9d2b,SURRES14DEL01,30.0,5.0,21.157729,72.768726,21.197729,72.808726,2022-03-30,14:50:00,15:05:00,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,28,6.0814493118037065,0.05656854249491757,6.529208407625823,6.071959917196075,6.071959917196075,0.0,15,30,3,2,15.0,0,3,3,21.200000000000003,72.8,21.2_72.8,118.0,0.7436926605504587,4,8100.577523995247,2410.6960539698166,8105.030303626977,2415.4713357396677,False,0,10,High Demand Zone,High order volume with strong density index.
0x7943,BANGRES12DEL02,25.0,4.8,12.939496,77.625999,13.069496,77.755999,2022-03-29,17:45:00,18:00:00,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,30,20.182510484836808,0.1838477631085085,20.736949472909025,20.14271256617032,20.14271256617032,0.0,18,29,3,1,15.0,0,2,3,12.9,77.60000000000001,12.9_77.6,58.0,0.7436926605504587,2,8641.286680999163,1452.820673213215,8655.75821480229,1467.6731404435095,False,0,1,Southern Delivery Zone,Cluster concentrated in southern latitude band.
0x205d,COIMBRES09DEL03,26.0,4.7,11.008638,76.984311,11.098638,77.074311,2022-04-06,22:20:00,22:35:00,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,14,14.022156198489776,0.12727922061357083,14.30319761246179,13.993521097863649,13.993521097863649,0.0,22,6,4,2,15.0,0,1,3,11.0,77.0,11.0_77.0,142.0,0.7436926605504587,2,8569.85429959101,1233.0863915731247,8579.873053762405,1243.2945268971844,False,0,2,High Demand Zone,High order volume with strong density index.
0x5aad,COIMBRES02DEL01,30.0,4.6,11.022477,76.995667,11.062477,77.035667,2022-03-21,14:25:00,14:30:00,Windy,High,2,Snack,motorcycle,1.0,No,Urban,30,6.2321860119290795,0.05656854249492762,6.356853278000685,6.219456753001566,6.219456753001566,0.0,14,21,3,0,5.0,0,3,2,11.0,77.0,11.0_77.0,142.0,0.2213302752293578,2,8571.118443728457,1234.65585891719,8575.57122336019,1239.1926349915914,False,0,2,High Demand Zone,High order volume with strong density index.
0xd747,AGRRES07DEL02,31.0,4.3,27.160934,78.044095,27.180934,78.064095,2022-02-11,09:30:00,09:45:00,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,2.976602204826847,0.028284271247458786,3.3495631087274504,2.9731931859467973,2.9731931859467973,0.0,9,11,2,4,15.0,0,1,3,27.200000000000003,78.0,27.2_78.0,15.0,0.7436926605504587,1,8687.828914821868,3143.592753893839,8690.055304637734,3146.0953048737715,False,0,-1,High Demand Zone,High order volume with strong density index.
0xac01,INDORES08DEL02,33.0,4.8,22.725748,75.898497,22.805747,75.978497,2022-03-18,23:35:00,23:45:00,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,28,12.100095768955372,0.11313637788527552,13.137084593209508,12.082438179710314,12.082438179710314,0.0,23,18,3,4,10.0,0,1,3,22.700000000000003,75.9,22.7_75.9,74.0,0.7436926605504587,5,8448.982038014803,2598.8860188657873,8457.887597278263,2608.5438657176555,False,0,0,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0x9098,MUMRES19DEL03,20.0,5.0,19.131141,72.813074,19.19114,72.873074,2022-03-15,23:15:00,23:20:00,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,9.177497313006926,0.0848521066385533,9.72662916439847,9.162088233924921,9.162088233924921,0.0,23,15,3,1,5.0,0,1,3,19.1,72.8,19.1_72.8,42.0,0.7436926605504587,4,8105.514320772948,2170.381743592349,8112.193490220544,2177.4525292907015,False,0,8,Central Delivery Zone,Cluster centroid is near network center; good hub candidate.
0xaff,MYSRES11DEL02,36.0,4.3,12.323225,76.630028,12.453225,76.760028,2022-03-20,19:45:00,20:00:00,Windy,Jam,1,Meal,scooter,1.0,No,Urban,33,20.20637280538157,0.1838477631085085,20.711217597085476,20.166055388214634,20.166055388214634,0.0,20,20,3,6,15.0,0,4,2,12.3,76.60000000000001,12.3_76.6,88.0,0.2213302752293578,2,8530.415696434296,1382.515760803434,8544.887230237422,1397.332280088975,False,0,6,Southern Delivery Zone,Cluster concentrated in southern latitude band.
