Borrower_ID,Age,Monthly_Income,Loan_Amount,Loan_Term_Months,Interest_Rate,Credit_Score,Days_Past_Due,Missed_Payments,Employment_Status,Loan_Purpose,Education_Level,Marital_Status,Num_Dependents,Residence_Type,Years_At_Current_Address,Outstanding_Balance,Collateral_Value,Debt_to_Income_Ratio,Collection_Attempts,Previous_Defaults,Recovery_Status,Estimated_EMI,Loan_to_Income_Ratio,EMI_to_Income_Ratio,Debt_Burden_Score,Collateral_Coverage_Ratio,Recovery_Efficiency_Ratio,Risk_Exposure_Score,Missed_Payment_Severity,Delinquency_Score,Recovery_Difficulty_Index,Collection_Intensity_Score,Behavioral_Risk_Score
BOR0125,65,11348,34287,12,4.917060522979909,342,324,19,Retired,Debt Consolidation,Bachelor's,Widowed,0,Mortgage,19.460488600720936,16532,48893,0.4143583748732794,14,3,0,2933.920706006994,0.25178445541064504,0.2585407742339614,0.34424045458558633,2.9572975261598016,0.6475409108367564,16.30514134400772,9.157723205355417,0.9790000000000001,0.6997208594101527,0.03954802259887006,1.0
BOR0126,61,9330,33173,36,13.383281622726775,722,12,19,Unemployed,Debt Consolidation,High School,Widowed,3,Mortgage,26.977467548676078,16821,727,0.6575162386764666,13,1,0,1123.8634433866225,0.29629331904251516,0.12045696070596168,0.41583956358973945,0.04321721555106408,0.6950316308944559,13.23923447992474,1.3537232719935888,0.3333333333333333,0.5666666666666667,0.30952380952380953,0.5866666666666667
BOR0127,43,7334,44711,36,12.697482597376249,476,188,22,Employed,Home Improvement,Master's,Divorced,4,Rented,18.70515933742012,3749,21359,0.4829440936429096,10,0,1,1499.983652069941,0.5080333606035815,0.20452463213388886,0.35765533596385024,5.695733333333333,0.7481373744513142,9.274451861144112,3.203289842536448,0.912,0.4411151217228465,0.045871559633027525,0.8
BOR0128,48,10924,16954,48,5.622728989675879,828,286,9,Unemployed,Education,PhD,Widowed,4,Mortgage,3.938639160144727,11353,43822,0.5549664687161224,3,0,2,395.23925351754286,0.12933296716709386,0.03618081778813098,0.3215129257985263,3.8596089483882334,2.334331345932668,9.862337884942061,1.061152915454929,0.725,0.3715863530566141,0.00949367088607595,0.675
BOR0129,56,6330,12804,60,6.895700326033566,793,207,10,Unemployed,Debt Consolidation,PhD,Married,0,Rented,9.290751333155674,28477,10929,0.6276377414315367,7,3,0,252.90495067478,0.16856240126382308,0.03995338873219273,0.36317978271683193,0.3837699276634595,1.2821108922926174,17.542674141088657,0.8895896799502196,0.75,0.8875,0.029535864978902954,0.9166666666666667
BOR0130,22,10010,11565,12,12.62418346870013,497,113,8,Self-Employed,Medical,Master's,Single,1,Owned,6.053848447573707,24570,60091,0.5354064321662865,3,3,0,1030.9162608294334,0.09627872127872128,0.10298863744549784,0.34081842454193156,2.4456066094176063,2.527330541181925,18.21686646759183,3.1574656322629973,0.6153888888888889,0.5484777857285495,0.02097902097902098,0.7216666666666667
BOR0131,56,8801,10984,36,5.630127135295211,816,21,8,Self-Employed,Debt Consolidation,Master's,Divorced,0,Rented,27.264794931505868,20837,23519,0.4780555253455371,10,0,2,332.31684881670685,0.1040033329545885,0.03775898748059389,0.2799220833063127,1.128659180343603,0.9040485019974663,10.50442340227121,0.6868983229685147,0.2583333333333333,0.2712872023809524,0.19607843137254902,0.3683333333333333
BOR0132,58,6846,26526,12,14.05415362547084,813,348,4,Self-Employed,Medical,Master's,Widowed,0,Owned,22.81200201862448,11437,17393,0.6247299990714414,11,0,0,2382.369024580599,0.3228892784107508,0.3479943068332748,0.5001989375642665,1.5206329777933205,0.7787247020396051,10.658014415804896,1.9516906407341423,0.6,0.38506697711854665,0.0291005291005291,0.4666666666666667
BOR0133,68,8731,42438,24,8.38206538975816,321,213,0,Employed,Home Improvement,Master's,Widowed,4,Owned,20.291951067300182,38104,34318,0.6092941248025405,7,2,1,1926.759237282662,0.40505096781582867,0.2206802470831133,0.4344178798287983,0.9006167169662774,1.3185125982625272,16.005149287916225,0.0,0.6895,0.6379088665656536,0.02880658436213992,0.43333333333333335
BOR0134,35,9241,23574,48,4.500948069758074,411,170,16,Employed,Debt Consolidation,Master's,Widowed,3,Mortgage,9.028989588948653,4551,74531,0.5409106801282253,5,0,1,537.5794436098258,0.21258521804999458,0.05817329765283258,0.32367885801429863,16.37324253075571,1.4038869959676943,8.802451323685721,1.7138878521675533,0.9167222222222222,0.4232106786346804,0.025,0.7833333333333333
BOR0135,24,2953,14184,24,12.88110940029923,356,322,21,Self-Employed,Business,Master's,Married,0,Mortgage,5.5213431615064055,2823,47934,0.3518525893673507,14,3,2,673.5413963817288,0.40027091093802913,0.2280871643690243,0.2961581481181038,16.973796033994333,0.5297273065742089,14.351089450974989,5.055445782819825,0.9720000000000001,0.6477061437363096,0.03977272727272727,1.0
BOR0136,22,4539,24096,12,7.795361354941457,365,53,1,Self-Employed,Home Improvement,PhD,Divorced,1,Mortgage,22.693532639667357,12916,28840,0.3840684645401901,13,1,0,2093.793963383908,0.4423881912315488,0.46128970332317865,0.418818021992535,2.2327165750561275,0.6761642537308583,12.245078171123648,0.33241533721368954,0.33972222222222226,0.2979127356309883,0.1566265060240964,0.19666666666666666
BOR0137,26,9056,7192,12,9.55474073276848,397,297,23,Employed,Medical,Master's,Married,2,Rented,14.22473837637239,15167,13265,0.7793069842188682,11,0,0,630.8026676230467,0.06618080094228504,0.06965577160148484,0.4599639385410458,0.8745385021097046,0.8022452687079004,10.546772690086105,10.919429182468692,0.9515,0.6282522651892055,0.03363914373088685,0.8
BOR0138,47,13516,39016,60,4.791499960729021,443,319,12,Retired,Home Improvement,High School,Divorced,0,Mortgage,6.773686564518874,8391,5424,0.1786701526040681,10,2,1,732.558941148122,0.24055440465620992,0.05419938895739287,0.12265830896306425,0.646329837940896,0.821366740916012,13.255126930960438,1.1536641991587544,0.9285000000000001,0.8218357526881721,0.02865329512893983,0.9333333333333333
BOR0139,35,13493,16246,36,3.5297161707172973,734,125,8,Employed,Debt Consolidation,Master's,Single,0,Owned,18.49865934495825,12658,20625,0.2879534420769847,4,2,2,476.2553752860827,0.10033597667926579,0.035296477824507726,0.17425780816337005,1.6292756141875346,1.8892247407273657,13.691363083314078,1.074729312655884,0.5472222222222222,0.4869793383755131,0.025806451612903226,0.6749999999999999
BOR0140,60,3542,23381,36,10.836829866622924,385,276,3,Employed,Education,Master's,Married,1,Mortgage,1.2100155641535593,29685,79622,0.444681231443035,3,2,1,763.6585267661761,0.5500894033502729,0.21560093923381596,0.3415950999488865,2.682139729165263,2.5746077082961776,15.980235966112286,0.46866812551561154,0.7324999999999999,0.5282017303417355,0.00980392156862745,0.5583333333333333
BOR0141,48,7293,41455,24,9.424514458837914,643,203,4,Employed,Education,PhD,Married,3,Mortgage,9.785107623847605,23380,29187,0.6857107803006501,3,1,0,1901.9455962655172,0.47368481192010603,0.26079056578438464,0.4944966837683307,1.2483212865146913,2.5149197514277595,13.20930588974035,0.8863533323073693,0.6285,0.4896691368598967,0.012875536480686695,0.5333333333333333
BOR0142,30,3191,31727,48,10.325693544916192,593,193,10,Self-Employed,Medical,PhD,Single,0,Rented,14.05670983773404,28919,35929,0.2145729646108095,11,0,1,809.6502601269682,0.828554267209861,0.2537293200021837,0.23219332453692787,1.2423582295988935,0.8560240563560585,11.33297372503375,1.0974704498048602,0.8035,0.5024273517951572,0.04932735426008968,0.7166666666666667
BOR0143,36,8313,9018,36,12.628054279375938,542,168,23,Retired,Medical,Master's,Divorced,0,Rented,4.438750023282175,2311,61892,0.2938682326872269,3,0,2,302.2389826638663,0.09040057740887766,0.03635738995114475,0.17798835345598996,26.769896193771626,1.9364670574480671,8.724020674259373,3.277435290089741,0.8456666666666666,0.3870842607403098,0.015151515151515152,0.78
BOR0144,36,13185,16302,60,10.935968004362891,331,151,18,Employed,Education,PhD,Widowed,3,Owned,29.53963432772519,39993,20539,0.1460587524566673,10,0,2,353.92462607373227,0.10303375047402351,0.026842975052994485,0.09241165262501455,0.5135520328049208,0.9633167928949953,11.755312900613115,1.507164156253883,0.9039444444444444,0.7475138023369036,0.055248618784530384,0.7516666666666667
BOR0145,47,8938,6970,24,5.509894592514837,690,34,20,Self-Employed,Medical,Bachelor's,Single,1,Rented,6.272920937688427,13560,56630,0.594189686235573,12,1,2,307.3777050062645,0.06498470948012232,0.034389987134287814,0.3422798216399947,4.175945726716319,0.731919485006765,12.047060643270356,2.962790051241178,0.39944444444444444,0.2883195113983507,0.1875,0.6233333333333333
BOR0146,63,4681,46157,24,7.648883969771898,576,183,2,Unemployed,Home Improvement,PhD,Widowed,0,Mortgage,3.9105939012979674,38553,9215,0.2667466048329313,12,1,0,2080.172401849995,0.8217083244321014,0.44438632810296835,0.346684480304448,0.23901540696166415,0.8122934719198105,13.641027770463422,0.4345779798007488,0.6120000000000001,0.6920666666666666,0.056338028169014086,0.44999999999999996
BOR0147,34,11409,32202,60,13.917747705059243,831,285,11,Unemployed,Business,PhD,Widowed,3,Rented,6.106046216606892,25993,39385,0.3720723254696654,8,3,0,747.9117435170767,0.2352090454904023,0.06555453970699243,0.23413932187646258,1.5151573440024622,1.1295134467935037,18.52871441202637,1.0369318319836396,0.7749999999999999,0.6642421799624232,0.025396825396825397,0.9583333333333333
BOR0148,53,3540,36110,48,12.354364052894308,453,56,18,Employed,Business,PhD,Single,0,Owned,23.071833994791728,30492,77462,0.4105910129207675,3,2,1,957.2096792232951,0.8500470809792844,0.27039821446985735,0.34750425361785797,2.540320729347719,2.581313107014436,16.24122038336043,1.5161442254379562,0.5790555555555555,0.46279412396886255,0.03488372093023256,0.7266666666666667
BOR0149,60,8172,22586,60,9.901326166272248,682,221,18,Unemployed,Home Improvement,PhD,Divorced,2,Mortgage,12.765169778155284,20981,25008,0.723919754924519,11,2,2,478.78990217804386,0.23031897536302823,0.05858907270901173,0.42452094792754075,1.1918787532170432,0.8292850171909526,15.311439890729732,1.6208032145616837,0.809,0.6441974802404468,0.043824701195219126,0.9333333333333333
BOR0150,53,13428,29519,48,6.439917474806632,367,302,12,Retired,Business,High School,Widowed,4,Owned,16.96247819257614,24143,48928,0.3879312032318658,8,0,0,699.2239847398185,0.18319307913811936,0.05207208703752,0.2367946009444102,2.0265076209410204,1.12131013122307,10.741694204794335,1.4284332013773422,0.9665,0.5212751195609966,0.024096385542168676,0.8
BOR0151,25,7541,36273,60,6.973695771100143,513,162,6,Unemployed,Debt Consolidation,High School,Single,2,Rented,0.6302747095908223,12067,24976,0.2016575139406743,12,1,0,717.7987982577791,0.4008420633868187,0.09518615545123713,0.15374540262042757,2.0696055684454757,0.7229471230983809,12.064466794367252,0.5093750200806763,0.6935,0.4632884497070638,0.0625,0.5866666666666667
BOR0152,51,12578,26951,60,11.917517777234798,675,18,14,Unemployed,Home Improvement,High School,Married,0,Rented,1.032939257199437,23916,27626,0.4670204568380847,9,1,2,598.3873709346987,0.17855912439709545,0.047574127121537496,0.2782696084656385,1.155077978007275,1.0082344782138866,13.540692016694843,0.6870357618055026,0.3625,0.38128477123828136,0.1875,0.5966666666666667
BOR0153,58,13911,20374,12,13.288503999806863,512,263,22,Retired,Medical,Master's,Married,1,Owned,13.374766494810483,3815,59789,0.7740705962540407,5,0,0,1822.5090655550964,0.12204969688256297,0.13101208148624086,0.4846942646085308,15.667976939203355,1.3744930054280295,9.342855380588391,10.222573355768246,0.894,0.41346616491052013,0.017064846416382253,0.8
BOR0154,44,11580,10788,24,11.221383699602065,378,281,6,Employed,Home Improvement,Master's,Married,4,Mortgage,24.499657296048703,31836,4700,0.5253799487355678,9,0,0,503.9148974778398,0.07763385146804835,0.043515966966998255,0.3085411569397115,0.14762697490341425,1.0368384414413705,11.531860613004804,1.4104767677345285,0.811,0.71495,0.028938906752411574,0.55
BOR0155,60,12048,10408,60,12.80959472133708,680,112,7,Employed,Education,Bachelor's,Single,2,Rented,26.55716636122696,37477,63645,0.7883710543224008,12,3,1,235.8007498118825,0.07198981850376272,0.01957177538279237,0.4424113787995771,1.6981962751480868,0.8101161056258163,19.008884866998258,0.551528578849773,0.49611111111111117,0.5262961458693398,0.08450704225352113,0.6783333333333335
BOR0156,66,3365,30053,60,12.31654555480467,357,326,4,Retired,Medical,High School,Married,3,Rented,2.6011970278692065,37275,73396,0.6887751162572091,6,2,1,673.3296212181514,0.7442545814759782,0.2000979557854833,0.4688703940449325,1.968988088850735,1.5037292809865066,16.55158047242143,0.38599734472648356,0.7715,0.5693828786144756,0.016853932584269662,0.6
BOR0157,36,10691,14446,36,5.221595631505014,325,29,20,Retired,Education,Master's,Widowed,1,Mortgage,16.150893063030683,39343,7526,0.1251760293493889,11,2,1,434.39829772647187,0.11260250054563029,0.040632148323493766,0.0871312828877361,0.19128710858072387,0.8816748970379978,15.58556823508961,1.8895541009234198,0.5680555555555555,0.7389583333333333,0.1864406779661017,0.6816666666666666
BOR0158,64,11872,5922,24,8.375365348502973,746,134,13,Retired,Medical,PhD,Married,2,Rented,27.396890588378117,4773,39500,0.5608797167639293,9,2,0,268.8509941016625,0.041568396226415096,0.022645804759237068,0.31867445636181785,8.273984080435694,0.8470939806898775,12.852576749849648,2.657023838320816,0.6722222222222223,0.4569790005316322,0.054878048780487805,0.8566666666666667
BOR0159,50,10702,38187,36,5.25931370952847,365,66,3,Unemployed,Business,PhD,Married,3,Owned,11.639182631936592,12446,68049,0.3007368142905186,2,3,1,1148.9499095343974,0.29735096243692766,0.10735842922205172,0.2137165410097085,5.46710050614606,3.1430783030003258,15.880236725237936,0.35039105161591383,0.4258333333333333,0.4236316127847171,0.020833333333333332,0.435
BOR0160,57,9494,15789,24,6.205209225222825,553,64,22,Retired,Home Improvement,High School,Widowed,0,Rented,24.886974942851054,30733,73366,0.4917317989513067,7,0,1,701.2389800097533,0.13858752896566254,0.07386127870336563,0.30369006483973326,2.3871282618598295,1.2916406015769097,10.97431682674147,3.8265216640710005,0.5512777777777778,0.321381459307318,0.07446808510638298,0.6066666666666667
BOR0161,34,6312,37184,36,13.496485683487103,343,291,9,Self-Employed,Debt Consolidation,Bachelor's,Married,3,Rented,4.010869631983086,10464,59117,0.2955416336518586,2,0,1,1261.7865197196056,0.4909167722855936,0.19990280730665488,0.25250416179651697,5.649020544672719,3.085263878293367,10.504998227775092,1.4191884505670704,0.9035,0.4375503374606719,0.006230529595015576,0.675
BOR0162,53,3324,6120,60,8.938257604781594,396,24,19,Unemployed,Medical,Bachelor's,Widowed,2,Mortgage,28.06183469003396,21576,56096,0.3442092916237033,0,2,1,126.85782341964682,0.15342960288808663,0.0381642068049479,0.2064890034552634,2.5998053482875285,9.979383211539385,15.219912666497143,1.0193106778749301,0.5186666666666666,0.4340417455478902,0.0,0.6733333333333333
BOR0163,28,11347,49028,60,9.6566181711906,526,36,14,Employed,Medical,PhD,Married,2,Owned,22.54269952593908,3320,7910,0.7462180982279256,12,2,0,1033.4357902004574,0.360065803002262,0.0910756843395133,0.4514040119781401,2.381812707015959,0.6236939401059036,12.447374620749885,0.8425475129503189,0.48700000000000004,0.42592537605865255,0.18181818181818182,0.6933333333333334
BOR0164,43,12019,37154,12,5.55212860011938,735,0,17,Employed,Education,Bachelor's,Widowed,0,Mortgage,28.24003178360705,10750,71185,0.2446502294241937,12,3,0,3190.068847185345,0.25760601270211053,0.26541882412724394,0.2539960970405663,6.621244535392057,0.7140580040373252,15.6770311921792,0.0,0.3,0.36142724693057626,0.4,0.7
BOR0165,49,5141,22334,36,7.091125539561155,678,36,19,Employed,Business,High School,Married,3,Rented,20.2985170065752,37466,50248,0.7118763826180814,9,1,0,690.5399868176288,0.3620242494975037,0.13432016860875876,0.45197608631388625,1.3411268583019724,1.0531215824531195,13.533597071388998,1.9057622316733405,0.41100000000000003,0.3820978702727086,0.13636363636363635,0.6266666666666667
BOR0166,23,9419,7336,48,6.147830936920505,477,140,12,Unemployed,Education,PhD,Widowed,3,Rented,10.90211795998281,26572,74656,0.1213204656493477,11,1,0,172.78382656041745,0.06490427150794494,0.018344179484065977,0.07498113687497093,2.809468257253603,0.848970911806357,12.976764597616956,1.237189972594542,0.8003888888888889,0.4891278555036143,0.06470588235294118,0.8
BOR0167,63,5486,43141,12,5.871140891961904,726,231,7,Self-Employed,Education,Master's,Single,0,Mortgage,28.145435175741675,17948,1951,0.1636135768587538,4,2,1,3710.437186375309,0.6553196014096488,0.6763465523833957,0.39434341584484267,0.10869686333500474,1.9590579364116283,14.518538916094615,3.1772634668053477,0.675,0.7870833333333334,0.01532567049808429,0.725
BOR0168,66,3810,7243,36,10.836549123133656,606,135,8,Retired,Business,Master's,Widowed,3,Mortgage,8.267003289275355,38826,65212,0.6982725289689845,1,3,2,236.56628142724335,0.15842082239720034,0.06209088751371217,0.411990790314112,1.679552888453911,5.283435579945193,18.739128550256243,1.0917010857191227,0.622,0.5840901154677749,0.006060606060606061,0.7583333333333333
BOR0169,27,8588,24029,36,6.45416424792572,803,187,15,Retired,Debt Consolidation,Bachelor's,Married,0,Mortgage,9.965175661851976,23515,75701,0.5413892216364368,9,2,1,735.9636867282168,0.2331644930911349,0.08569674973547005,0.33632760928100175,3.219127402619493,1.0065436319522145,15.001106556596262,2.1818508178458123,0.8,0.5476928614831841,0.041474654377880185,0.9333333333333333
BOR0170,49,4923,37265,12,10.768178089234812,567,127,18,Employed,Education,PhD,Married,1,Owned,21.02425254005221,27867,79888,0.6230652966276852,13,1,2,3289.5142679878963,0.6307976166294265,0.6681930262010758,0.643372774935711,2.8666570977465193,0.7310881682964292,13.604859143364944,7.278045395879425,0.7192777777777778,0.45138542738466286,0.08280254777070063,0.7783333333333333
BOR0171,49,7301,42380,60,4.17222806224837,307,200,15,Employed,Education,PhD,Divorced,2,Rented,22.95948898576159,726,75282,0.246592369575298,5,2,0,783.7903976864935,0.48372369081860933,0.10735384162258506,0.18393503199657718,103.5515818431912,1.0981544129222531,9.60936412384212,1.325826227014769,0.9965,0.5834459653352462,0.021739130434782608,0.9333333333333333
BOR0172,65,12406,48872,36,5.130405525561671,807,126,6,Unemployed,Medical,Master's,Widowed,1,Mortgage,27.882104515474616,25820,41954,0.4759584189130724,12,1,1,1467.6008137932765,0.328282014079209,0.11829766353323203,0.31501107899214426,1.6248015181441462,0.7814571841013526,12.816166063808438,0.8073645144097652,0.5,0.39936539149088307,0.07692307692307693,0.5266666666666666
BOR0173,65,6186,28710,60,6.657212921001442,775,256,13,Self-Employed,Business,PhD,Single,4,Rented,6.144072271686285,6697,8804,0.6160534564999134,9,1,0,563.8606870730289,0.38676042677012606,0.09115109716667133,0.3798473947999545,1.3144222155867422,0.880956425335415,11.275242843734839,1.2022998183939644,0.8,0.5597700170357751,0.03146853146853147,0.8666666666666667
BOR0174,41,10905,34486,12,10.366039544300454,596,163,13,Retired,Home Improvement,PhD,Widowed,4,Owned,23.93994105657672,12963,595,0.5391198959071838,8,1,0,3037.7413881322186,0.26353354730246065,0.2785640887787454,0.4218697826993865,0.0458963282937365,1.0522146182512708,12.541906098037165,5.524855296809548,0.8047777777777778,0.7788166666666667,0.04145077720207254,0.8383333333333334
BOR0175,51,7977,11371,60,11.272174318504824,463,34,3,Unemployed,Debt Consolidation,PhD,Widowed,4,Owned,22.156381601908905,1081,29592,0.4301891368238466,0,0,0,248.77934146954038,0.11878943629601772,0.031187080540245753,0.2506382114962262,27.349353049907577,6.9865664594064265,7.77410440958891,0.17776740307447067,0.28794444444444445,0.13596755905112695,0.0,0.18166666666666667
BOR0176,32,13794,11359,24,8.591245117964561,784,193,14,Retired,Debt Consolidation,Bachelor's,Single,0,Owned,1.913836687607936,20269,40643,0.7718486505064004,13,0,1,516.8052669775232,0.0686228311826398,0.03746594656934342,0.4413764337347248,2.0050814010853477,0.7083498028175746,10.768882189383516,3.072917259453608,0.8,0.44727179903552805,0.05829596412556054,0.8
BOR0177,49,14326,45631,48,8.626595517638133,371,190,2,Employed,Business,PhD,Widowed,3,Owned,11.61669423630621,10776,62665,0.5733101334174118,12,2,2,1127.4560079751097,0.2654323142072688,0.0786999865960568,0.35073556734780204,5.81469796789459,0.7142438086612948,14.120628941405856,0.2188447261686096,0.7145,0.48495120666177305,0.05454545454545454,0.5166666666666666
BOR0178,46,13714,40996,36,11.831943791084107,537,103,4,Retired,Medical,High School,Single,1,Rented,8.482963711802958,31816,20823,0.7354255601688665,3,1,0,1358.3655656977517,0.24911282873948762,0.09904955269780893,0.44905635680689066,0.6544614514253386,2.5919390042800674,13.913355697755215,0.5160434332379302,0.4676111111111111,0.5444658503009348,0.022556390977443608,0.40499999999999997
BOR0179,60,6268,25103,48,3.681942555304198,403,22,0,Self-Employed,Medical,Bachelor's,Single,1,Owned,9.134712730620912,14196,5972,0.6108393581015769,14,0,0,563.2361956738673,0.3337454796851734,0.08985899739532024,0.3763981957837614,0.42065225047545257,0.6373857302442383,9.91280860031306,0.0,0.20961111111111114,0.44432499999999997,0.2692307692307692,0.03666666666666667
BOR0180,54,6748,19382,60,7.422535281453536,509,264,2,Self-Employed,Business,PhD,Widowed,1,Owned,29.488406386641024,15958,15882,0.6148244700183783,0,2,2,387.66244310658175,0.23935487057893698,0.05744849482907258,0.36400528118319075,0.9951751362867347,9.677778212399186,14.554560600545473,0.18599099419954074,0.6455000000000001,0.5996346885558984,0.0,0.5166666666666666
BOR0181,22,6849,23755,36,12.915131156871176,767,289,14,Employed,Medical,PhD,Widowed,1,Mortgage,19.28332240439784,23369,66394,0.1560127888303755,0,2,0,799.4291152315188,0.289032462159926,0.11672202003672344,0.13833194287323208,2.8409927257167307,10.059208427532903,15.90171574500854,2.204953692270202,0.8,0.5549279564224214,0.0,0.9333333333333333
BOR0182,48,11435,40659,60,10.43702321745378,753,259,23,Self-Employed,Debt Consolidation,High School,Married,4,Owned,21.530284733804987,11689,71055,0.3516252352977606,7,2,2,872.652576183098,0.29630520332313076,0.07631417369331858,0.2277352575757617,6.078272027373824,1.1708111318082643,14.481700368437414,2.1315946252226188,0.8,0.5221215426330407,0.02422145328719723,0.9333333333333333
BOR0183,34,5709,8756,24,7.378112026687335,567,357,7,Self-Employed,Debt Consolidation,Bachelor's,Married,1,Mortgage,29.29852911945028,17331,23769,0.700858584703761,13,2,1,393.5313190741714,0.12780989081567115,0.06893174269997747,0.4164915058020584,1.3713939533810293,0.6971649844899857,14.672610921907285,1.7151554543668708,0.7415,0.5946029904641705,0.03359173126614987,0.725
BOR0184,62,11273,25609,12,13.91353511179125,685,74,3,Unemployed,Home Improvement,Master's,Divorced,3,Owned,11.31605347372916,37528,25020,0.2628227035041292,13,2,2,2298.316564688217,0.18930926402318224,0.20387798852907096,0.23629758176535298,0.66668443070692,0.7523478033159776,16.797709190225472,1.0793720283840775,0.28805555555555556,0.5254338538960606,0.125,0.38166666666666665
BOR0185,24,8619,21478,36,12.3851613656679,686,354,1,Retired,Business,Master's,Divorced,4,Owned,24.055205053584174,13436,42748,0.1808541063095263,12,3,1,717.3345018511238,0.20766136829485246,0.08322711472921729,0.13692196009838725,3.1813648879958323,0.7312128749904161,17.092915205277986,0.16311438304098377,0.532,0.4944024561978058,0.03125,0.5416666666666667
BOR0186,60,10647,40442,24,6.5462976432224345,558,71,23,Employed,Education,Bachelor's,Widowed,1,Mortgage,13.03592889913486,66,44912,0.3282742396471554,13,1,1,1802.385872460369,0.3165367396136627,0.16928579622995857,0.25672944010941684,670.3283582089553,0.3003351870993547,5.375933175886685,4.098471697390386,0.5682222222222222,0.32262383051677684,0.12871287128712872,0.6849999999999999
BOR0187,27,11086,44666,24,10.920833131545743,582,258,23,Employed,Education,PhD,Single,0,Owned,26.086010154449397,30725,12879,0.2543065194248298,10,2,1,2080.1443781594776,0.3357538035961272,0.1876370537758865,0.2243052598828053,0.4191564147627416,0.9393513164264186,16.04581911566982,5.325293559128723,0.859,0.8698833333333333,0.034722222222222224,0.9333333333333333
BOR0188,29,11576,15147,36,10.351133374173004,339,187,9,Employed,Home Improvement,PhD,Divorced,2,Rented,5.419726239339095,25212,33798,0.7477017363552086,14,3,1,491.25194895155886,0.10904025570145127,0.04243710685483404,0.4303326530800401,1.3404989489549042,0.6756743342332432,17.89474285787476,1.3091104907074873,0.9055,0.7380143650699724,0.06451612903225806,0.875
BOR0189,48,12150,38561,60,8.1136610114483,785,172,3,Employed,Home Improvement,Master's,Widowed,2,Rented,28.43058531192839,33332,46073,0.7075766494014918,1,1,1,783.9773031472979,0.2644787379972565,0.06452488091747308,0.4182033535836834,1.3822038220382205,5.2071515881260595,13.511141319213252,0.25766457972488893,0.5527777777777778,0.4420195229413552,0.0049504950495049506,0.47833333333333333
BOR0190,30,5072,39884,24,7.719994910855208,519,289,2,Employed,Medical,Master's,Divorced,2,Owned,6.56315125232639,25401,75791,0.449778261198033,0,0,0,1798.7561724510829,0.6552970557308097,0.35464435576716935,0.4069680037541444,2.983662703724116,10.142583190064265,10.92559009616648,0.4724900769150433,0.6405000000000001,0.3468746595946802,0.0,0.3833333333333333
BOR0191,58,8530,10779,48,7.450945459920595,428,44,1,Self-Employed,Home Improvement,Master's,Single,4,Rented,9.786615209427946,13393,66983,0.1429407121387076,10,2,1,260.37769430040294,0.10530480656506448,0.03052493485350562,0.09235361236036671,5.000970583843512,0.8638692840427269,14.294829983923057,0.07930546853688165,0.28322222222222226,0.2957734055893945,0.13513513513513514,0.24833333333333332
BOR0192,54,12188,17298,24,10.597291509049938,819,60,16,Unemployed,Home Improvement,High School,Widowed,1,Mortgage,22.68576702320341,3670,43005,0.6001936422652094,7,3,1,802.9920485807326,0.11827207088939941,0.06588382413691603,0.3597542241074774,11.714791609915554,1.0260274229371042,14.524909310829337,2.740582576115541,0.4666666666666667,0.4249339627028787,0.07777777777777778,0.8
BOR0193,63,14477,19153,60,8.5877142695277,559,82,22,Employed,Education,Master's,Single,4,Owned,11.8126542469622,25601,2850,0.5363882119353852,3,0,2,393.76331438001006,0.11024959130574935,0.027199234259861163,0.3072531719813994,0.11131942816967424,2.5376064381040138,11.022115313174103,1.620241556192086,0.5982777777777778,0.6192249999999999,0.026785714285714284,0.6366666666666667
BOR0194,65,2504,48879,60,13.066425802391354,665,122,20,Unemployed,Medical,High School,Widowed,3,Owned,18.2463413029934,2251,28400,0.7793882695099471,2,3,1,1113.8102464820008,1.626697284345048,0.44481239875479267,0.6288291276701277,12.61101243339254,2.5731913297531936,13.965194234923018,1.6040614517908056,0.6563888888888888,0.5092451102073869,0.013157894736842105,0.9033333333333333
BOR0195,45,3214,15789,48,11.200430085540562,843,357,23,Unemployed,Home Improvement,Bachelor's,Divorced,0,Mortgage,13.337205032082856,33572,11953,0.4912672681892639,12,1,1,409.61348100568006,0.40938083385189794,0.12744663379143747,0.327547982710242,0.3560301432698895,0.8016521116527797,13.90647329678426,2.817755389317002,0.8,0.7766666666666666,0.031007751937984496,0.8666666666666667
BOR0196,36,3531,49165,24,4.304213465658492,823,15,19,Self-Employed,Home Improvement,PhD,Married,0,Mortgage,22.27109811269345,27027,23535,0.3354756063820366,11,1,0,2141.6496221598645,1.1603181346172,0.6065277887736801,0.4574490884582762,0.8707636525085097,0.8503857203893387,12.77262917389978,2.1949660717731603,0.3416666666666667,0.4213737111941989,0.24444444444444444,0.5916666666666667
BOR0197,53,13632,17999,60,10.861934574023907,315,65,22,Employed,Medical,Master's,Divorced,2,Mortgage,6.849937571058326,31846,75536,0.463315185504989,3,0,1,390.103702229443,0.110029098200313,0.028616762194061254,0.26770089501507155,2.3718403617295194,2.5921746162603116,11.494939708491849,1.5362067387430225,0.6730555555555555,0.3766540751552219,0.031578947368421054,0.6083333333333333
