Borrower_ID,Age,Monthly_Income,Loan_Amount,Loan_Term_Months,Interest_Rate,Credit_Score,Days_Past_Due,Missed_Payments,Employment_Status,Loan_Purpose,Education_Level,Marital_Status,Num_Dependents,Residence_Type,Years_At_Current_Address,Outstanding_Balance,Collateral_Value,Debt_to_Income_Ratio,Collection_Attempts,Previous_Defaults,Recovery_Status,Estimated_EMI,Loan_to_Income_Ratio,EMI_to_Income_Ratio,Debt_Burden_Score,Collateral_Coverage_Ratio,Recovery_Efficiency_Ratio,Risk_Exposure_Score,Missed_Payment_Severity,Delinquency_Score,Recovery_Difficulty_Index,Collection_Intensity_Score,Behavioral_Risk_Score,segment,segment_name,prob_fully_recovered,prob_partially_recovered,prob_written_off,recovery_probability,risk_score,expected_recovery_value,risk_tier,recommended_strategy,priority_score,priority_rank
BOR0168,66,3810,7243,36,10.836549123133656,606,135,8,Retired,Business,Master's,Widowed,3,Mortgage,8.267003289275355,38826,65212,0.6982725289689845,1,3,2,236.56628142724335,0.15842082239720034,0.06209088751371217,0.411990790314112,1.679552888453911,5.283435579945193,18.739128550256243,1.0917010857191227,0.622,0.5840901154677749,0.006060606060606061,0.7583333333333333,0,Legal Escalation Candidate Segment,0.3975671737259983,0.36797365768315954,0.2344591685908421,0.618351368335894,0.4862216105816689,24008.11022700942,Medium,Personalized follow-up plus flexible settlement options,10.047020384425059,84
BOR0020,51,7732,22260,36,9.499895536316451,825,277,15,Employed,Medical,PhD,Widowed,4,Owned,17.751509066772012,17205,32463,0.5424856999143163,8,3,0,713.0523742283093,0.23991205380237973,0.09222094855513571,0.33986656180268504,1.886725560850866,1.0836681599090325,17.087263244074276,2.344842130704432,0.8,0.6527450406604238,0.026058631921824105,1.0,0,Legal Escalation Candidate Segment,0.427461447439552,0.3937531386148705,0.17878541394557723,0.6637133306084743,0.5285863351044918,11419.1878531188,High,Personalized follow-up plus flexible settlement options,10.04373788635373,85
BOR0246,41,2539,30150,60,12.990790244678314,547,190,9,Self-Employed,Education,PhD,Divorced,1,Rented,14.082205259677744,22398,52389,0.5313684545314287,5,2,2,685.8630165403663,0.9895628200078771,0.27013116051215685,0.4138116722227564,2.3388990579936606,1.6694619323315776,15.84524113347442,0.7878410142069945,0.8015,0.568825092256792,0.022727272727272728,0.8083333333333333,0,Legal Escalation Candidate Segment,0.4046842455593703,0.3739598275568186,0.22135592688381106,0.6290601420934615,0.52266090763925,14089.68906260935,High,Personalized follow-up plus flexible settlement options,10.031469578828318,86
BOR0157,36,10691,14446,36,5.221595631505014,325,29,20,Retired,Education,Master's,Widowed,1,Mortgage,16.150893063030683,39343,7526,0.1251760293493889,11,2,1,434.39829772647187,0.11260250054563029,0.040632148323493766,0.0871312828877361,0.19128710858072387,0.8816748970379978,15.58556823508961,1.8895541009234198,0.5680555555555555,0.7389583333333333,0.1864406779661017,0.6816666666666666,0,Legal Escalation Candidate Segment,0.4088409435598835,0.3842083104529582,0.20695074598715815,0.6393659298316584,0.45027325672053314,25154.573777366935,Low,Automated reminders via SMS/email and self-service portal nudges,9.998724424560027,87
BOR0492,55,8229,9806,60,13.075825397490997,374,83,9,Unemployed,Home Improvement,Bachelor's,Divorced,4,Rented,21.22861757221606,39832,22912,0.3021875901342594,1,3,0,223.49744638250465,0.09930327702839552,0.027159733428424433,0.17842505461663366,0.5752014661210554,5.296225496724871,19.16400222506885,0.6646225198264969,0.6185555555555555,0.7825703116134946,0.008849557522123894,0.7133333333333334,0,Legal Escalation Candidate Segment,0.4244137708371058,0.3980239811938937,0.1775622479690002,0.6632281595534419,0.4496128074013738,26417.7040513327,Low,Automated reminders via SMS/email and self-service portal nudges,9.996907652706199,88
BOR0156,66,3365,30053,60,12.31654555480467,357,326,4,Retired,Medical,High School,Married,3,Rented,2.6011970278692065,37275,73396,0.6887751162572091,6,2,1,673.3296212181514,0.7442545814759782,0.2000979557854833,0.4688703940449325,1.968988088850735,1.5037292809865066,16.55158047242143,0.38599734472648356,0.7715,0.5693828786144756,0.016853932584269662,0.6,0,Legal Escalation Candidate Segment,0.3950544087253714,0.37428592790310733,0.23065966337152125,0.6196259654672358,0.4915431224462967,23096.557862791215,Medium,Personalized follow-up plus flexible settlement options,9.993007122729457,89
BOR0319,33,7565,15682,36,5.498154850116387,603,297,16,Self-Employed,Education,High School,Single,2,Rented,24.32050711012776,32317,16704,0.1509917082816398,3,0,2,473.5190810528821,0.17274730116765807,0.06259340132886743,0.11121247015289225,0.5168636673061452,2.5958449073830483,10.954273920239313,2.532041549557958,0.8485,0.7203748353786292,0.009174311926605505,0.8,0,Legal Escalation Candidate Segment,0.4420814664165259,0.41630365131522556,0.1416148822682482,0.6918636572056612,0.4899886228163202,22358.957809915355,Medium,Personalized follow-up plus flexible settlement options,9.992345265479875,90
BOR0050,49,7745,43328,48,10.137630222185104,460,337,10,Self-Employed,Medical,Master's,Widowed,2,Owned,22.21990743199878,39065,29504,0.6943306314250177,7,0,0,1101.7760415713642,0.4661932429524424,0.14225642886654152,0.4458972402737035,0.7552347309681052,1.3216259753081145,11.644860236841588,1.2131345615589624,0.87,0.6232022538552787,0.01907356948228883,0.7166666666666667,0,Legal Escalation Candidate Segment,0.42590638973619677,0.40430247697318417,0.16979113329061885,0.6684878759201073,0.49698288065193025,26114.478872818992,Medium,Personalized follow-up plus flexible settlement options,9.977481794035363,91
BOR0230,43,9114,41185,48,11.22292210154993,517,336,13,Self-Employed,Home Improvement,PhD,Single,0,Rented,29.001184200553816,17706,5993,0.1420057348123082,13,0,0,1068.9119395870448,0.3765726720795845,0.11728241601788948,0.13088024135481977,0.3384537188682442,0.6986939514718726,10.879509611233228,1.5762724603037646,0.8915000000000001,0.751175,0.03551912568306011,0.8,0,Legal Escalation Candidate Segment,0.4364848325056509,0.41010804492142433,0.15340712257292483,0.6825496594585054,0.5046427213519715,12085.224270372297,Medium,Personalized follow-up plus flexible settlement options,9.970368512475574,92
BOR0399,29,8254,45809,36,13.05114624865566,402,339,23,Unemployed,Medical,Bachelor's,Widowed,0,Rented,5.767737554042758,6841,45807,0.7175440160588934,11,3,1,1544.6150040004438,0.46249293271948955,0.18713532881032757,0.47886010679703883,6.694972230342005,0.7359029471281291,15.973376966514977,3.7240485890287434,0.9490000000000001,0.6531846271393644,0.02981029810298103,1.0,0,Legal Escalation Candidate Segment,0.4129253212009133,0.39255571871592304,0.19451896008316372,0.6484587524304671,0.5683018109201964,4436.106325376825,Very High,Legal notice preparation and debt recovery escalation,9.91049242322726,93
BOR0392,45,6300,36653,48,14.903266702008152,631,28,22,Unemployed,Education,High School,Divorced,2,Mortgage,1.549720713439231,33653,1214,0.4093354914852481,0,3,2,1018.2840453447167,0.48482804232804233,0.16163238814995504,0.29786909498436626,0.03607297795210079,10.423887198736391,19.163819053888897,1.543343922077134,0.41227777777777774,0.735525,0.0,0.7466666666666666,0,Legal Escalation Candidate Segment,0.4040845720559394,0.35758841090358745,0.2383270170404731,0.6186376185980919,0.4423411034667959,20819.011778681586,Low,Automated reminders via SMS/email and self-service portal nudges,9.909533775410095,94
BOR0041,60,11817,21389,36,13.443001613482922,482,91,21,Self-Employed,Business,PhD,Widowed,4,Owned,15.071154599162863,33332,1906,0.2862755693185094,11,0,2,725.2523297894404,0.15083495529040084,0.06137364219255652,0.18506970211183063,0.057180571805718054,0.86785859802101,11.814298120268695,2.637710003278607,0.6617777777777778,0.6477999999999999,0.09090909090909091,0.6516666666666666,0,Legal Escalation Candidate Segment,0.4027595472644054,0.3758693814560993,0.2213710712794952,0.628281176138065,0.47172279106581333,20941.86816303398,Medium,Personalized follow-up plus flexible settlement options,9.887106308771118,95
BOR0393,34,8269,31657,24,14.663624513212708,755,170,13,Retired,Debt Consolidation,High School,Divorced,3,Owned,1.4788347829324933,36674,48114,0.1999921353143466,9,2,0,1529.8873251314012,0.31903293425242873,0.18501479321942207,0.19325233137163056,1.3119018404907976,1.0509850603011182,16.871365885270908,2.7850677597722746,0.7722222222222221,0.6142210502615262,0.045,0.9166666666666666,0,Legal Escalation Candidate Segment,0.43413533221244527,0.4052295742175664,0.16063509356998845,0.6772730767429851,0.5017169445615041,24838.312816472237,Medium,Personalized follow-up plus flexible settlement options,9.879023437581365,96
BOR0339,40,13229,5822,12,10.617904219588798,531,328,22,Retired,Debt Consolidation,Bachelor's,Divorced,4,Owned,18.09736268052089,30974,39220,0.3806174945895373,3,0,0,513.520944417114,0.03667447778869655,0.03881782027493492,0.22680764114796623,1.266182405165456,2.5852339266243356,11.438926355222488,10.626105876403182,0.8845000000000001,0.5362277485275745,0.008379888268156424,0.8,0,Legal Escalation Candidate Segment,0.4212484216987124,0.3879596506993651,0.19079192760192268,0.6540242121183315,0.5217842621230846,20257.7459461532,High,Personalized follow-up plus flexible settlement options,9.870571554694298,97
BOR0486,51,14772,20896,48,11.410667263619024,330,158,13,Retired,Home Improvement,High School,Single,4,Owned,9.68429380343551,25993,37493,0.3262359749001642,6,1,2,544.2448431192071,0.11788067515118693,0.0368430031897649,0.19600913763048455,1.4423713164576442,1.4522315744487906,13.590703453373406,1.3728282214346461,0.923888888888889,0.6037367445457941,0.031914893617021274,0.83,0,Legal Escalation Candidate Segment,0.42930162730037774,0.40891541433130585,0.16178295836831655,0.6746508758991612,0.5207547084433231,17536.200217246897,High,Personalized follow-up plus flexible settlement options,9.863367205091041,98
BOR0215,40,11442,43727,48,5.460496289000052,564,220,14,Unemployed,Home Improvement,Master's,Married,2,Rented,20.751603424040663,35660,36021,0.5255039768566864,11,1,0,1016.1488505673665,0.3184685078366253,0.08880867423242148,0.3289910906757672,1.0100950618322537,0.8734844111373946,13.265006327892662,1.574464121276011,0.8680000000000001,0.6305080191734681,0.044,0.8666666666666667,0,Legal Escalation Candidate Segment,0.4424669767446123,0.41732381405380387,0.14020920920158364,0.6928612651768946,0.5032401776350186,24707.432716208063,Medium,Personalized follow-up plus flexible settlement options,9.806616570807584,99
BOR0254,61,9312,11783,36,7.996991775169006,815,337,16,Retired,Medical,High School,Married,0,Mortgage,6.824448110806199,38967,79553,0.4854833440294528,8,1,2,369.2200425518773,0.10544637743413517,0.039649918658921535,0.2848583026127138,2.0414955861219464,1.174499563942931,13.698981332685104,2.588020397992453,0.8,0.5123848580838173,0.021798365122615803,0.8666666666666667,0,Legal Escalation Candidate Segment,0.41237904331034864,0.3995012810852963,0.1881196756043551,0.6520798119615264,0.5161481222250078,25409.5940327048,High,Personalized follow-up plus flexible settlement options,9.803750034953282,100
BOR0326,66,9239,29160,36,7.5737167651149075,779,302,5,Unemployed,Debt Consolidation,Master's,Single,3,Owned,7.728959962905875,38328,10619,0.1291508156379862,2,2,0,908.0448826435138,0.2630154778655699,0.09828389248225065,0.11526070021790522,0.2770487098541574,3.517987356269707,15.89460496875774,0.7935740007651901,0.625,0.7645833333333333,0.006024096385542169,0.6416666666666666,0,Legal Escalation Candidate Segment,0.4252947654464795,0.38797032396905134,0.18673491058446917,0.6580769598279103,0.4434999761118584,25222.773716284144,Low,Automated reminders via SMS/email and self-service portal nudges,9.80178159030312,101
BOR0039,42,10967,14111,60,6.307693839857304,731,358,22,Self-Employed,Debt Consolidation,Bachelor's,Divorced,3,Owned,27.986030703798992,33690,59557,0.4558488412952146,1,2,0,274.8286354525555,0.10722318470563205,0.025059600205393953,0.2619936828047953,1.767742126977531,5.212493009179211,15.515587106942162,2.157218209112369,0.8,0.5923250724783684,0.002577319587628866,0.9333333333333333,0,Legal Escalation Candidate Segment,0.4276666662484219,0.4159811580966466,0.15635217565493134,0.6772553611064098,0.5097840152808336,22816.733115674946,Medium,Personalized follow-up plus flexible settlement options,9.785511917274512,102
BOR0477,33,10172,29791,12,13.636683966262746,778,320,16,Self-Employed,Business,PhD,Widowed,3,Owned,17.07914953236606,20390,368,0.6233903598091627,3,0,1,2669.757999919415,0.24406049285620657,0.2624614628312441,0.4609723561690993,0.018047177676425875,2.480712226503687,11.275996451777738,7.695254830840021,0.8,0.71,0.008571428571428572,0.8,0,Legal Escalation Candidate Segment,0.43284169787326543,0.398393462011887,0.16876484011484758,0.6718777750803977,0.49327944619774156,13699.587833889309,Medium,Personalized follow-up plus flexible settlement options,9.782562852870125,103
BOR0119,54,7161,21984,12,4.530702900281835,477,351,17,Unemployed,Education,Bachelor's,Married,2,Rented,17.26995758992259,30766,55311,0.6963784774890892,11,0,1,1877.270285133859,0.25583019131406226,0.2621519739050215,0.5009765508762588,1.7977378359931095,0.8611831638333608,10.802409772966774,8.306810832097304,0.9115000000000001,0.5075146369684699,0.028871391076115485,0.8,0,Legal Escalation Candidate Segment,0.4246562193459397,0.38333180071991585,0.1920119799341443,0.6546552997778892,0.526774055144372,20141.124952966537,High,Personalized follow-up plus flexible settlement options,9.782352568842677,104
BOR0303,37,7989,43565,12,9.072918250716944,633,212,16,Retired,Home Improvement,Bachelor's,Widowed,2,Rented,1.648989205194662,20619,42399,0.4016589355628288,2,3,0,3811.2968648705864,0.45442692034881293,0.47706807671430546,0.4355930490809933,2.0562075654704173,3.3113389191903173,17.33651516319662,7.148389554279234,0.8335,0.660177004716981,0.008264462809917356,1.0,0,Legal Escalation Candidate Segment,0.4444869452819633,0.4109142083567769,0.14459884636125947,0.6910354702960294,0.517526944307581,14248.460362033831,High,Personalized follow-up plus flexible settlement options,9.769347363752754,105
BOR0113,49,13414,20524,24,10.599545210249204,604,328,16,Self-Employed,Education,Bachelor's,Single,4,Rented,28.91055566061147,20750,3543,0.787327998024672,13,0,1,952.7679156028904,0.12750360320063614,0.07102787502630761,0.4649929426754081,0.17073875957785167,0.7100249798049066,10.993981579607468,3.8640385005102478,0.8480000000000001,0.7316,0.036312849162011177,0.8,0,Legal Escalation Candidate Segment,0.4356648442582072,0.4161188900831894,0.1482162656586032,0.6853361783081209,0.49413148409972146,14220.725699893508,Medium,Personalized follow-up plus flexible settlement options,9.765971714100955,106
BOR0005,42,14784,11371,60,10.860034118624508,319,169,21,Unemployed,Education,Master's,Divorced,3,Owned,7.767128243794188,26756,70246,0.107080102162585,13,0,1,246.44011222366194,0.06409519300144301,0.016669379885258517,0.06639527713778809,2.625331688903838,0.7281822428810226,11.301683160651336,1.7975294529675916,0.9599444444444444,0.4986298037638618,0.06532663316582915,0.7816666666666667,0,Legal Escalation Candidate Segment,0.416389378257638,0.393410973666092,0.1901996480762702,0.6524359624572932,0.5351555132916483,17456.576611507335,High,Personalized follow-up plus flexible settlement options,9.731108316814966,107
BOR0429,53,5900,33769,24,7.823918234325081,595,227,22,Self-Employed,Medical,High School,Single,1,Rented,8.691839512146439,12454,72388,0.209842090426059,9,3,0,1524.5699247751872,0.4769632768361582,0.258401682165286,0.23169390670871115,5.811963067041349,0.9429877427696282,16.268261323578106,4.976900159874904,0.8525,0.6137324748925943,0.03501945525291829,1.0,0,Legal Escalation Candidate Segment,0.4259442502529621,0.39191523419433366,0.18214051555270422,0.6610933907695623,0.5407892959997845,8233.257088644128,Very High,Legal notice preparation and debt recovery escalation,9.728251185297399,108
BOR0243,47,5719,37409,24,7.48270033877354,571,334,16,Unemployed,Debt Consolidation,Bachelor's,Single,1,Owned,29.15535903976454,32334,59635,0.3493749262226461,8,1,0,1683.0955036901971,0.5450982106428863,0.2942989165396393,0.32459072186529303,1.8442863769908768,1.153767279320077,13.393082456334922,3.8760870212167107,0.8645,0.5505747909540099,0.02197802197802198,0.8666666666666667,0,Legal Escalation Candidate Segment,0.4260462131498238,0.4072380549100356,0.16671573194014072,0.6703890460958452,0.5171471200377007,21676.359416463056,High,Personalized follow-up plus flexible settlement options,9.714771969849192,109
BOR0023,42,7536,32285,12,4.946027385776461,354,164,17,Unemployed,Medical,Master's,Widowed,0,Owned,18.701386978797213,28315,58773,0.7411544737578076,6,0,1,2763.039087912502,0.35700858103326255,0.36664531421344243,0.5726253519628433,2.0756109620002827,1.4644546135562972,10.758208578565409,7.233422754692488,0.9285555555555556,0.5021581124306667,0.030927835051546393,0.7733333333333333,0,Legal Escalation Candidate Segment,0.42021334540202215,0.38600320680756234,0.1937834477904156,0.6518152694865595,0.5280311859448474,18456.149355511934,High,Personalized follow-up plus flexible settlement options,9.706769796938785,110
BOR0013,61,13938,11738,36,9.018816438308844,487,200,7,Employed,Debt Consolidation,Bachelor's,Widowed,3,Owned,4.987659910491019,30286,20608,0.2463406901466063,2,1,0,373.3680649490322,0.07017984407136366,0.026787779089469953,0.14754188017089495,0.680423944266517,3.4394912855093094,13.498893687459683,1.0311981765670426,0.7815000000000001,0.6755132907144128,0.008695652173913044,0.6583333333333333,0,Legal Escalation Candidate Segment,0.4235605771385109,0.39776540072153865,0.17867402213995032,0.6622198175714341,0.47460711857856785,20055.989394968452,Medium,Personalized follow-up plus flexible settlement options,9.6714436327219,111
BOR0389,47,12785,36889,60,9.348661828647153,300,267,21,Employed,Home Improvement,Master's,Married,1,Owned,20.633076190972044,14621,58703,0.5961594854343079,1,1,1,772.0122742184682,0.2404445313518446,0.060384221683102715,0.3550606167462656,4.014703870879496,4.795141261426631,12.584214725191996,1.9568454431787998,1.0,0.5602527085036795,0.003367003367003367,0.8666666666666667,0,Legal Escalation Candidate Segment,0.42260477050292794,0.4005405495533456,0.17685467994372664,0.6629291002349353,0.5490960848472921,9692.68637453499,Very High,Legal notice preparation and debt recovery escalation,9.669355605306029,112
BOR0433,61,2523,34077,36,6.648600036412224,718,330,19,Retired,Education,Master's,Single,2,Owned,21.120943577749703,12516,32312,0.1967982213833234,3,2,0,1046.732476904156,1.1255449861276259,0.414876130362329,0.29493328042387595,2.581449229048494,2.3587107498320057,14.086979164183495,3.0622291425601165,0.8,0.5611171974128061,0.008333333333333333,0.9333333333333333,0,Legal Escalation Candidate Segment,0.4075011979074987,0.37595640018133997,0.21654240191116145,0.6330750380163027,0.5385012252894033,7923.567175812045,High,Personalized follow-up plus flexible settlement options,9.649040562733123,113
BOR0034,68,10945,18046,36,6.436025034376966,375,249,10,Retired,Business,Bachelor's,Divorced,0,Rented,19.74922318518185,7959,13503,0.2215701458680379,6,2,0,552.5665793723584,0.13739911679610173,0.050485754168328775,0.1445821696031688,1.696356783919598,1.283169182691204,13.384391870721677,1.5337391438506238,0.9125,0.6470999950631912,0.021505376344086023,0.85,0,Legal Escalation Candidate Segment,0.40856951251605755,0.3900518557971797,0.2013786316867626,0.6426006259943654,0.5423095931036626,5114.4583822891545,Very High,Legal notice preparation and debt recovery escalation,9.638936444410646,114
BOR0275,30,9409,26566,24,10.47326586098382,800,324,14,Employed,Education,High School,Married,4,Rented,14.031618479134526,35199,46228,0.5563076655533242,8,2,0,1231.697179034417,0.23528890778332803,0.13090627899186066,0.36487704160066564,1.3132954545454545,1.1632001512873542,16.191317464900763,3.37389802302568,0.8,0.6265792395826574,0.022598870056497175,0.9333333333333333,0,Legal Escalation Candidate Segment,0.4470485669534382,0.41533560099810274,0.137615832048459,0.6962499275522999,0.4974375470910051,24507.301199913403,Medium,Personalized follow-up plus flexible settlement options,9.63621264302632,115
BOR0267,69,9026,21241,36,5.268598221182358,414,95,8,Retired,Business,Master's,Widowed,1,Mortgage,2.900836793627014,31076,56247,0.570978121990659,5,3,2,639.1765380761742,0.1961093876948076,0.07081503856372415,0.34590473444853836,1.8099237378125301,1.7240372124543686,17.42275014107771,1.0142995981039635,0.6068888888888889,0.569784326553833,0.04,0.6916666666666667,0,Legal Escalation Candidate Segment,0.39214232245716096,0.365909966943189,0.24194771059965023,0.6116883026230744,0.47753038107277945,19008.82569231466,Medium,Personalized follow-up plus flexible settlement options,9.630352700735706,116
BOR0019,65,13690,15554,60,6.423582668821172,520,223,16,Unemployed,Education,Master's,Married,3,Owned,22.866361749425312,26639,50468,0.6605618815849672,13,0,0,303.77544298183955,0.09467981495008522,0.022189586777344013,0.3732943489215368,1.8944444444444444,0.7278692231895947,10.844743062469187,1.4431056138280105,0.89,0.4928700687550774,0.05138339920948617,0.8,0,Legal Escalation Candidate Segment,0.40987387836536976,0.39261659288462963,0.19750952875000072,0.6454438340961475,0.5284615078375041,17193.978296487272,High,Personalized follow-up plus flexible settlement options,9.627105700540222,117
BOR0293,69,9266,33071,48,6.694155173116503,697,111,14,Unemployed,Business,High School,Widowed,0,Mortgage,15.268771212661424,21602,2765,0.5743770787823889,12,1,1,787.2420448909351,0.29742247643715375,0.0849602897572777,0.35413952372108887,0.12799148266444477,0.7677374979166905,12.7784441826512,1.376228837461069,0.6098333333333333,0.6910916666666667,0.0851063829787234,0.7516666666666667,0,Legal Escalation Candidate Segment,0.4071071880381259,0.38312187107437745,0.20977094088749645,0.6369803106827523,0.4706794647228777,13760.048671368815,Medium,Personalized follow-up plus flexible settlement options,9.61062549335642,118
BOR0064,63,4967,17941,12,8.538981983737859,349,163,6,Employed,Medical,High School,Divorced,2,Owned,15.147343537504176,35187,16459,0.245794372607482,6,0,0,1565.1339800930755,0.3010032883699081,0.31510649891143055,0.27698482944425884,0.46774468568830285,1.4954943420532236,11.362360341422772,2.5499332139120994,0.7782777777777777,0.700225,0.031088082901554404,0.5216666666666667,0,Legal Escalation Candidate Segment,0.4271553386067036,0.39063463011243277,0.18221003128086347,0.6615361166741633,0.4539070797173494,23277.471337413786,Low,Automated reminders via SMS/email and self-service portal nudges,9.551043185300886,119
BOR0315,24,14338,20708,12,10.781680699154837,334,339,23,Unemployed,Home Improvement,Bachelor's,Divorced,4,Owned,10.04634870410955,20104,74702,0.6658504757486517,12,1,1,1828.0992506170269,0.12035616310968522,0.12750029645815503,0.4235928950679283,3.715593136035812,0.7622095245639519,13.17246093947134,11.17214576708623,0.9830000000000001,0.5561124994980122,0.032520325203252036,0.8666666666666667,0,Legal Escalation Candidate Segment,0.4375553018913344,0.4057736742446198,0.15667102386404577,0.6810195064381063,0.5339373208152309,13691.216157431689,High,Personalized follow-up plus flexible settlement options,9.5226725098489,120
BOR0058,38,9164,47101,36,4.540539495801084,374,340,9,Employed,Education,Master's,Widowed,1,Rented,12.874484758749656,23590,68222,0.5622350813598893,11,2,1,1401.9634071345324,0.4283155099665357,0.15298596760525235,0.3780729801703027,2.891865541943962,0.8390517135289026,14.736106357927554,1.4579706193208792,0.888,0.5934444512847573,0.02972972972972973,0.8083333333333333,0,Legal Escalation Candidate Segment,0.43555863904457337,0.40373898844041095,0.16070237251501573,0.67780203210882,0.508278679129267,15989.349937447063,Medium,Personalized follow-up plus flexible settlement options,9.465197225118333,121
BOR0111,60,9651,28325,36,5.737420716630961,381,162,6,Retired,Medical,Master's,Widowed,3,Rented,2.987391406200868,15620,10707,0.2612765500601951,3,2,0,858.3354327961412,0.2445774185749318,0.08893746065652691,0.18372395982854445,0.6854234684079125,2.4140928604577523,14.29455733637324,0.848958366801127,0.7595,0.7303847621715851,0.015625,0.6533333333333333,0,Legal Escalation Candidate Segment,0.42318095030058434,0.3847039013001138,0.19211514839930174,0.6540032910806526,0.4747978607975758,10215.531406679793,Medium,Personalized follow-up plus flexible settlement options,9.457657997375797,122
BOR0174,41,10905,34486,12,10.366039544300454,596,163,13,Retired,Home Improvement,PhD,Widowed,4,Owned,23.93994105657672,12963,595,0.5391198959071838,8,1,0,3037.7413881322186,0.26353354730246065,0.2785640887787454,0.4218697826993865,0.0458963282937365,1.0522146182512708,12.541906098037165,5.524855296809548,0.8047777777777778,0.7788166666666667,0.04145077720207254,0.8383333333333334,0,Legal Escalation Candidate Segment,0.43938526283805407,0.4146167066748082,0.14599803048713775,0.688155286842939,0.4894046191076452,8920.556983345019,Medium,Personalized follow-up plus flexible settlement options,9.4477842186456,123
BOR0017,23,7052,39529,24,14.690624102808984,418,125,11,Employed,Home Improvement,Master's,Married,2,Owned,21.82893413099066,24662,11560,0.5405965977819704,12,1,1,1910.8234855173741,0.467113348459066,0.2709619236411478,0.41926099441860026,0.46871832299395855,0.7779276479861725,13.91847716288085,2.2166292073527605,0.7632222222222222,0.7601166666666667,0.07741935483870968,0.7333333333333333,0,Legal Escalation Candidate Segment,0.44468216233887453,0.41258479016524563,0.1427330474958798,0.6922330364380219,0.4626929707597302,17071.851144634496,Medium,Personalized follow-up plus flexible settlement options,9.4115619104746,124
BOR0048,23,2825,23935,48,13.00864716268659,602,98,16,Retired,Education,PhD,Single,4,Owned,0.3600908181804763,36404,50568,0.410065707523553,5,2,1,642.2188433327051,0.706047197640118,0.22733410383458588,0.32783648586351777,1.3890399670374949,1.7504102344714685,16.616165376496703,1.5317066167115299,0.6212222222222222,0.5388636770221545,0.0390625,0.7966666666666666,0,Legal Escalation Candidate Segment,0.41146558908299846,0.3773675348445258,0.21116687607247564,0.637886109989714,0.47911847295113036,23221.605948065546,Medium,Personalized follow-up plus flexible settlement options,9.378602816571266,125
BOR0493,52,9641,46360,12,3.6268635640183566,454,307,17,Self-Employed,Debt Consolidation,High School,Married,0,Owned,3.186414827653686,8417,56572,0.5099229174876551,10,2,0,3939.650396528562,0.40071915084880544,0.40863503749907293,0.46434337149279314,6.7203611309099545,0.821647959030047,13.112299346001365,8.117641359212564,0.923,0.574720046959975,0.02967359050445104,0.9333333333333333,0,Legal Escalation Candidate Segment,0.4227447605057417,0.3818256199641291,0.19542961953012938,0.6518401324842191,0.5509039138852576,5486.538395119673,Very High,Legal notice preparation and debt recovery escalation,9.373066372592906,126
BOR0219,53,5376,49409,36,3.5142218172332087,510,320,18,Retired,Education,Bachelor's,Single,3,Mortgage,29.370955223750023,34275,49037,0.6731227672689342,13,0,1,1448.0976100992152,0.7658885168650794,0.26936339473571713,0.49143104962898654,1.4306511845022756,0.7458714771277863,10.809162774277427,2.885720561565008,0.895,0.5250658570904196,0.037142857142857144,0.8,0,Legal Escalation Candidate Segment,0.4294279293640875,0.41344421478439275,0.15712785585151962,0.6774944582347231,0.50862860214743,23221.122555995134,Medium,Personalized follow-up plus flexible settlement options,9.372657793956671,127
BOR0042,39,13261,46427,36,12.337972692023598,412,279,17,Self-Employed,Business,Master's,Divorced,1,Mortgage,9.836519820547757,19642,40167,0.6832341618498178,12,0,0,1549.5458539482554,0.29175150189779553,0.11684984947954569,0.42836122128319537,2.0448505829048518,0.7604212553641752,11.10514368853955,2.6608728681632567,0.9440000000000001,0.5103743377813185,0.038834951456310676,0.8,0,Legal Escalation Candidate Segment,0.4199577067103735,0.3985271950381191,0.1815150982515071,0.659074023733245,0.5304018845733908,12945.531974168398,High,Personalized follow-up plus flexible settlement options,9.356782458342357,128
BOR0091,50,2395,45752,24,12.858312315675244,504,351,12,Self-Employed,Home Improvement,Master's,Single,0,Mortgage,18.02376448018857,8772,17043,0.7680959462247517,9,1,1,2172.08984162227,1.591927627000696,0.9069268649779832,0.830569859663706,1.9426649948706258,0.9079434102128383,12.29627531457117,2.9318155877990484,0.898,0.560833552374247,0.023622047244094488,0.8666666666666667,0,Legal Escalation Candidate Segment,0.40338515773050976,0.387754205736076,0.2088606365334142,0.6360376811721553,0.546175507238099,5579.322539242146,Very High,Legal notice preparation and debt recovery escalation,9.35672423521681,129
BOR0135,24,2953,14184,24,12.88110940029923,356,322,21,Self-Employed,Business,Master's,Married,0,Mortgage,5.5213431615064055,2823,47934,0.3518525893673507,14,3,2,673.5413963817288,0.40027091093802913,0.2280871643690243,0.2961581481181038,16.973796033994333,0.5297273065742089,14.351089450974989,5.055445782819825,0.9720000000000001,0.6477061437363096,0.03977272727272727,1.0,0,Legal Escalation Candidate Segment,0.4070096354722175,0.3716855049553341,0.22130485957244841,0.630020938445418,0.5848863900104784,1778.5491092314148,Very High,Legal notice preparation and debt recovery escalation,9.352311888983536,130
