Date,App,Usage (minutes),Notifications,Times Opened,Synthetic
2024-10-22,LinkedIn,17.11,10,5,1
2024-10-22,Netflix,74.67,1,3,1
2024-10-22,Safari,13.5,0,6,1
2024-10-22,WhatsApp,56.37,108,81,1
2024-10-22,X,31.12,29,16,1
2024-10-23,8 Ball Pool,18.6,5,8,1
2024-10-23,Facebook,35.58,42,35,1
2024-10-23,Instagram,88.89,58,48,1
2024-10-23,LinkedIn,18.6,10,5,1
2024-10-23,Netflix,84.99,1,3,1
2024-10-23,Safari,12.05,0,6,1
2024-10-23,WhatsApp,48.05,117,76,1
2024-10-23,X,28.47,29,15,1
2024-10-24,8 Ball Pool,21.89,4,8,1
2024-10-24,Facebook,35.33,47,31,1
2024-10-24,Instagram,79.67,53,40,1
2024-10-24,LinkedIn,17.45,9,5,1
2024-10-24,Netflix,66.58,0,3,1
2024-10-24,Safari,12.64,1,6,1
2024-10-24,WhatsApp,49.57,97,74,1
2024-10-24,X,28.1,30,13,1
2024-10-25,8 Ball Pool,15.92,5,7,1
2024-10-25,Facebook,34.73,38,30,1
2024-10-25,Instagram,60.04,48,40,1
2024-10-25,LinkedIn,13.11,9,5,1
2024-10-25,Netflix,69.09,0,3,1
2024-10-25,Safari,9.78,0,5,1
2024-10-25,WhatsApp,47.9,106,68,1
2024-10-25,X,28.89,30,13,1
2024-10-26,8 Ball Pool,19.27,5,7,1
2024-10-26,Facebook,35.03,43,32,1
2024-10-26,Instagram,88.38,59,49,1
2024-10-26,LinkedIn,17.57,11,5,1
2024-10-26,Netflix,79.12,0,3,1
2024-10-26,Safari,13.58,1,5,1
2024-10-26,WhatsApp,49.91,101,69,1
2024-10-26,X,29.97,31,13,1
2024-10-27,8 Ball Pool,20.59,5,7,1
2024-10-27,Facebook,34.89,46,35,1
2024-10-27,Instagram,78.49,54,47,1
2024-10-27,LinkedIn,17.5,9,5,1
2024-10-27,Netflix,76.79,0,3,1
2024-10-27,Safari,10.25,0,5,1
2024-10-27,WhatsApp,58.14,106,81,1
2024-10-27,X,27.76,32,15,1
2024-10-28,8 Ball Pool,16.36,5,9,1
2024-10-28,Facebook,35.35,44,33,1
2024-10-28,Instagram,89.73,55,45,1
2024-10-28,LinkedIn,16.42,9,4,1
2024-10-28,Netflix,82.34,1,3,1
2024-10-28,Safari,10.85,1,4,1
2024-10-28,WhatsApp,49.91,102,67,1
2024-10-28,X,26.64,26,11,1
2024-10-29,8 Ball Pool,19.99,5,8,1
2024-10-29,Facebook,35.79,45,32,1
2024-10-29,Instagram,80.93,51,48,1
2024-10-29,LinkedIn,15.66,9,5,1
2024-10-29,Netflix,82.07,1,2,1
2024-10-29,Safari,12.68,1,5,1
2024-10-29,WhatsApp,54.88,109,73,1
2024-10-29,X,29.23,26,15,1
2024-10-30,8 Ball Pool,21.95,5,8,1
2024-10-30,Facebook,37.69,43,37,1
2024-10-30,Instagram,78.8,55,46,1
2024-10-30,LinkedIn,19.62,11,4,1
2024-10-30,Netflix,84.74,0,3,1
2024-10-30,Safari,11.87,0,6,1
2024-10-30,WhatsApp,56.11,111,73,1
2024-10-30,X,31.74,30,15,1
2024-10-31,8 Ball Pool,20.51,5,9,1
2024-10-31,Facebook,36.45,41,34,1
2024-10-31,Instagram,88.56,51,37,1
2024-10-31,LinkedIn,17.92,10,4,1
2024-10-31,Netflix,75.32,1,3,1
2024-10-31,Safari,11.37,1,6,1
2024-10-31,WhatsApp,52.66,105,74,1
2024-10-31,X,26.02,29,14,1
2024-11-01,8 Ball Pool,17.39,4,6,1
2024-11-01,Facebook,25.84,31,30,1
2024-11-01,Instagram,74.72,45,40,1
2024-11-01,LinkedIn,14.47,9,5,1
2024-11-01,Netflix,52.44,0,3,1
2024-11-01,Safari,10.51,1,5,1
2024-11-01,WhatsApp,44.14,87,71,1
2024-11-01,X,27.58,30,11,1
2024-11-02,8 Ball Pool,21.7,6,8,1
2024-11-02,Facebook,36.45,44,30,1
2024-11-02,Instagram,81.31,53,47,1
2024-11-02,LinkedIn,15.41,10,4,1
2024-11-02,Netflix,80.78,0,3,1
2024-11-02,Safari,12.75,1,6,1
2024-11-02,WhatsApp,57.03,113,72,1
2024-11-02,X,28.47,26,14,1
2024-11-03,8 Ball Pool,19.47,6,7,1
2024-11-03,Facebook,37.17,50,35,1
2024-11-03,Instagram,75.57,53,48,1
2024-11-03,LinkedIn,17.01,11,5,1
2024-11-03,Netflix,82.11,1,3,1
2024-11-03,Safari,11.73,1,6,1
2024-11-03,WhatsApp,52.24,119,74,1
2024-11-03,X,29.87,28,16,1
2024-11-04,8 Ball Pool,16.88,5,7,1
2024-11-04,Facebook,34.16,38,29,1
2024-11-04,Instagram,72.57,44,44,1
2024-11-04,LinkedIn,15.07,10,5,1
2024-11-04,Netflix,74.71,0,2,1
2024-11-04,Safari,10.18,1,5,1
2024-11-04,WhatsApp,46.06,111,68,1
2024-11-04,X,25.25,23,12,1
2024-11-05,8 Ball Pool,19.77,5,8,1
2024-11-05,Facebook,30.87,44,35,1
2024-11-05,Instagram,89.17,54,40,1
2024-11-05,LinkedIn,18.46,10,6,1
2024-11-05,Netflix,77.02,1,3,1
2024-11-05,Safari,11.47,1,5,1
2024-11-05,WhatsApp,58.56,101,77,1
2024-11-05,X,28.96,25,14,1
2024-11-06,8 Ball Pool,22.09,5,9,1
2024-11-06,Facebook,33.2,42,31,1
2024-11-06,Instagram,88.65,50,47,1
2024-11-06,LinkedIn,18.2,10,5,1
2024-11-06,Netflix,85.58,1,3,1
2024-11-06,Safari,10.23,1,6,1
2024-11-06,WhatsApp,60.69,112,75,1
2024-11-06,X,29.9,27,16,1
2024-11-07,8 Ball Pool,16.26,5,7,1
2024-11-07,Facebook,32.73,42,27,1
2024-11-07,Instagram,75.03,48,42,1
2024-11-07,LinkedIn,16.16,8,5,1
2024-11-07,Netflix,74.96,1,3,1
2024-11-07,Safari,12.31,1,7,1
2024-11-07,WhatsApp,46.78,112,69,1
2024-11-07,X,28.31,30,14,1
2024-11-08,8 Ball Pool,15.5,4,7,1
2024-11-08,Facebook,33.65,40,28,1
2024-11-08,Instagram,70.97,45,41,1
2024-11-08,LinkedIn,14.49,9,5,1
2024-11-08,Netflix,77.05,0,2,1
2024-11-08,Safari,9.81,0,4,1
2024-11-08,WhatsApp,45.34,87,70,1
2024-11-08,X,25.56,23,12,1
2024-11-09,8 Ball Pool,20.71,4,8,1
2024-11-09,Facebook,29.32,40,35,1
2024-11-09,Instagram,79.35,57,46,1
2024-11-09,LinkedIn,16.76,10,6,1
2024-11-09,Netflix,82.95,1,3,1
2024-11-09,Safari,9.7,1,6,1
2024-11-09,WhatsApp,55.72,107,69,1
2024-11-09,X,30.22,27,15,1
2024-11-10,8 Ball Pool,19.34,5,9,1
2024-11-10,Facebook,29.44,43,31,1
2024-11-10,Instagram,80.13,52,41,1
2024-11-10,LinkedIn,17.0,10,5,1
2024-11-10,Netflix,78.86,1,3,1
2024-11-10,Safari,12.61,0,7,1
2024-11-10,WhatsApp,58.35,108,71,1
2024-11-10,X,28.55,30,14,1
2024-11-11,8 Ball Pool,18.8,5,7,1
2024-11-11,Facebook,35.94,38,31,1
2024-11-11,Instagram,77.51,49,35,1
2024-11-11,LinkedIn,17.01,9,4,1
2024-11-11,Netflix,70.83,1,3,1
2024-11-11,Safari,10.41,1,6,1
2024-11-11,WhatsApp,42.3,96,63,1
2024-11-11,X,28.36,26,15,1
2024-11-12,8 Ball Pool,18.84,5,8,1
2024-11-12,Facebook,38.43,49,33,1
2024-11-12,Instagram,80.12,51,50,1
2024-11-12,LinkedIn,17.24,11,5,1
2024-11-12,Netflix,89.76,1,3,1
2024-11-12,Safari,12.55,2,6,1
2024-11-12,WhatsApp,50.61,114,73,1
2024-11-12,X,27.69,25,14,1
2024-11-13,8 Ball Pool,20.43,5,8,1
2024-11-13,Facebook,38.68,40,36,1
2024-11-13,Instagram,75.51,50,50,1
2024-11-13,LinkedIn,17.9,10,5,1
2024-11-13,Netflix,80.98,1,3,1
2024-11-13,Safari,11.62,1,5,1
2024-11-13,WhatsApp,54.98,107,76,1
2024-11-13,X,27.95,25,15,1
2024-11-14,8 Ball Pool,19.33,6,9,1
2024-11-14,Facebook,33.3,40,32,1
2024-11-14,Instagram,87.27,50,42,1
2024-11-14,LinkedIn,16.96,8,5,1
2024-11-14,Netflix,77.57,0,3,1
2024-11-14,Safari,11.05,1,6,1
2024-11-14,WhatsApp,57.06,103,73,1
2024-11-14,X,28.4,26,13,1
2024-11-15,8 Ball Pool,15.99,4,6,1
2024-11-15,Facebook,27.54,38,31,1
2024-11-15,Instagram,75.33,39,34,1
2024-11-15,LinkedIn,15.93,9,4,1
2024-11-15,Netflix,62.84,0,2,1
2024-11-15,Safari,10.26,0,5,1
2024-11-15,WhatsApp,40.44,104,63,1
2024-11-15,X,24.64,29,12,1
2024-11-16,8 Ball Pool,18.68,5,9,1
2024-11-16,Facebook,37.1,38,32,1
2024-11-16,Instagram,80.25,59,43,1
2024-11-16,LinkedIn,17.28,10,5,1
2024-11-16,Netflix,89.09,0,3,1
2024-11-16,Safari,12.76,1,6,1
2024-11-16,WhatsApp,55.38,107,76,1
2024-11-16,X,26.98,30,14,1
2024-11-17,8 Ball Pool,19.01,5,6,1
2024-11-17,Facebook,39.32,38,31,1
2024-11-17,Instagram,84.48,59,52,1
2024-11-17,LinkedIn,17.95,9,5,1
2024-11-17,Netflix,77.48,1,2,1
2024-11-17,Safari,11.05,1,4,1
2024-11-17,WhatsApp,55.48,108,79,1
2024-11-17,X,33.1,27,15,1
2024-11-18,8 Ball Pool,17.86,4,7,1
2024-11-18,Facebook,36.14,41,31,1
2024-11-18,Instagram,72.77,50,47,1
2024-11-18,LinkedIn,15.27,8,4,1
2024-11-18,Netflix,67.37,1,3,1
2024-11-18,Safari,11.23,2,4,1
2024-11-18,WhatsApp,45.63,105,67,1
2024-11-18,X,28.72,25,12,1
2024-11-19,8 Ball Pool,18.6,5,6,1
2024-11-19,Facebook,42.06,45,34,1
2024-11-19,Instagram,74.74,58,42,1
2024-11-19,LinkedIn,18.73,10,5,1
2024-11-19,Netflix,73.64,0,3,1
2024-11-19,Safari,11.54,1,6,1
2024-11-19,WhatsApp,53.84,106,75,1
2024-11-19,X,30.71,30,13,1
2024-11-20,8 Ball Pool,18.22,6,7,1
2024-11-20,Facebook,45.23,44,32,1
2024-11-20,Instagram,85.36,55,44,1
2024-11-20,LinkedIn,15.79,10,6,1
2024-11-20,Netflix,85.82,1,3,1
2024-11-20,Safari,13.22,1,6,1
2024-11-20,WhatsApp,50.22,113,76,1
2024-11-20,X,28.36,22,15,1
2024-11-21,8 Ball Pool,17.55,6,10,1
2024-11-21,Facebook,36.63,43,31,1
2024-11-21,Instagram,74.51,53,47,1
2024-11-21,LinkedIn,16.21,10,5,1
2024-11-21,Netflix,73.64,1,3,1
2024-11-21,Safari,12.25,1,7,1
2024-11-21,WhatsApp,48.87,105,72,1
2024-11-21,X,27.99,27,12,1
2024-11-22,8 Ball Pool,15.56,4,7,1
2024-11-22,Facebook,29.03,45,29,1
2024-11-22,Instagram,71.26,47,41,1
2024-11-22,LinkedIn,15.29,7,5,1
2024-11-22,Netflix,63.41,0,2,1
2024-11-22,Safari,10.41,1,4,1
2024-11-22,WhatsApp,43.6,94,61,1
2024-11-22,X,23.84,23,12,1
2024-11-23,8 Ball Pool,21.8,4,8,1
2024-11-23,Facebook,34.23,46,32,1
2024-11-23,Instagram,76.49,56,47,1
2024-11-23,LinkedIn,16.45,10,5,1
2024-11-23,Netflix,73.56,0,3,1
2024-11-23,Safari,11.03,1,5,1
2024-11-23,WhatsApp,59.69,114,75,1
2024-11-23,X,29.27,29,17,1
2024-11-24,8 Ball Pool,21.03,5,8,1
2024-11-24,Facebook,36.53,46,31,1
2024-11-24,Instagram,98.14,54,45,1
2024-11-24,LinkedIn,17.43,10,5,1
2024-11-24,Netflix,73.99,0,3,1
2024-11-24,Safari,9.54,1,7,1
2024-11-24,WhatsApp,57.14,98,66,1
2024-11-24,X,29.82,31,14,1
2024-11-25,8 Ball Pool,17.9,4,7,1
2024-11-25,Facebook,34.67,46,31,1
2024-11-25,Instagram,80.12,53,40,1
2024-11-25,LinkedIn,16.03,9,4,1
2024-11-25,Netflix,70.22,0,3,1
2024-11-25,Safari,10.85,1,4,1
2024-11-25,WhatsApp,46.83,91,67,1
2024-11-25,X,24.33,25,12,1
2024-11-26,8 Ball Pool,19.42,5,7,1
2024-11-26,Facebook,35.78,42,32,1
2024-11-26,Instagram,80.84,56,43,1
2024-11-26,LinkedIn,18.77,11,5,1
2024-11-26,Netflix,76.29,1,3,1
2024-11-26,Safari,12.32,1,5,1
2024-11-26,WhatsApp,53.36,115,71,1
2024-11-26,X,29.56,26,12,1
2024-11-27,8 Ball Pool,20.83,6,8,1
2024-11-27,Facebook,36.91,43,36,1
2024-11-27,Instagram,82.56,56,49,1
2024-11-27,LinkedIn,18.03,9,5,1
2024-11-27,Netflix,81.04,0,3,1
2024-11-27,Safari,13.33,1,7,1
2024-11-27,WhatsApp,55.12,112,77,1
2024-11-27,X,32.92,27,13,1
2024-11-28,8 Ball Pool,19.49,5,8,1
2024-11-28,Facebook,30.57,44,31,1
2024-11-28,Instagram,76.57,46,38,1
2024-11-28,LinkedIn,17.51,8,5,1
2024-11-28,Netflix,72.43,1,3,1
2024-11-28,Safari,12.01,1,6,1
2024-11-28,WhatsApp,48.94,114,71,1
2024-11-28,X,29.84,25,15,1
2024-11-29,8 Ball Pool,16.17,4,7,1
2024-11-29,Facebook,32.98,34,31,1
2024-11-29,Instagram,65.1,42,39,1
2024-11-29,LinkedIn,14.52,8,5,1
2024-11-29,Netflix,63.89,1,3,1
2024-11-29,Safari,11.2,0,4,1
2024-11-29,WhatsApp,51.56,90,67,1
2024-11-29,X,24.43,23,13,1
2024-11-30,8 Ball Pool,22.29,6,8,1
2024-11-30,Facebook,39.78,46,29,1
2024-11-30,Instagram,75.3,51,42,1
2024-11-30,LinkedIn,17.42,9,5,1
2024-11-30,Netflix,75.97,1,3,1
2024-11-30,Safari,10.82,1,6,1
2024-11-30,WhatsApp,51.68,106,76,1
2024-11-30,X,30.03,30,14,1
2024-12-01,8 Ball Pool,18.96,4,9,1
2024-12-01,Facebook,39.56,45,30,1
2024-12-01,Instagram,81.53,60,48,1
2024-12-01,LinkedIn,17.37,9,5,1
2024-12-01,Netflix,75.77,1,3,1
2024-12-01,Safari,12.3,1,6,1
2024-12-01,WhatsApp,52.25,94,64,1
2024-12-01,X,30.69,30,15,1
2024-12-02,8 Ball Pool,18.43,5,6,1
2024-12-02,Facebook,33.61,41,31,1
2024-12-02,Instagram,76.01,48,40,1
2024-12-02,LinkedIn,17.07,10,5,1
2024-12-02,Netflix,67.68,0,2,1
2024-12-02,Safari,9.83,1,5,1
2024-12-02,WhatsApp,52.39,107,75,1
2024-12-02,X,26.77,22,14,1
2024-12-03,8 Ball Pool,21.02,5,7,1
2024-12-03,Facebook,37.34,44,36,1
2024-12-03,Instagram,84.83,57,43,1
2024-12-03,LinkedIn,15.8,10,6,1
2024-12-03,Netflix,82.64,0,3,1
2024-12-03,Safari,11.6,1,4,1
2024-12-03,WhatsApp,52.62,101,73,1
2024-12-03,X,29.6,27,16,1
2024-12-04,8 Ball Pool,19.56,5,8,1
2024-12-04,Facebook,41.06,35,33,1
2024-12-04,Instagram,85.0,48,47,1
2024-12-04,LinkedIn,18.2,11,5,1
2024-12-04,Netflix,86.04,1,3,1
2024-12-04,Safari,14.75,1,6,1
2024-12-04,WhatsApp,53.83,105,82,1
2024-12-04,X,27.88,33,15,1
2024-12-05,8 Ball Pool,18.63,5,7,1
2024-12-05,Facebook,34.97,36,32,1
2024-12-05,Instagram,84.03,51,49,1
2024-12-05,LinkedIn,16.34,9,4,1
2024-12-05,Netflix,86.52,0,2,1
2024-12-05,Safari,13.51,1,6,1
2024-12-05,WhatsApp,58.12,108,72,1
2024-12-05,X,28.91,26,12,1
2024-12-06,8 Ball Pool,17.34,5,5,1
2024-12-06,Facebook,35.43,34,29,1
2024-12-06,Instagram,67.16,48,39,1
2024-12-06,LinkedIn,15.15,9,5,1
2024-12-06,Netflix,66.57,1,2,1
2024-12-06,Safari,9.7,1,5,1
2024-12-06,WhatsApp,41.34,104,65,1
2024-12-06,X,25.37,25,13,1
2024-12-07,8 Ball Pool,19.16,5,8,1
2024-12-07,Facebook,33.71,41,36,1
2024-12-07,Instagram,81.24,53,45,1
2024-12-07,LinkedIn,15.38,10,6,1
2024-12-07,Netflix,79.86,1,3,1
2024-12-07,Safari,11.8,1,6,1
2024-12-07,WhatsApp,50.92,111,71,1
2024-12-07,X,28.77,22,13,1
2024-12-08,8 Ball Pool,19.49,4,8,1
2024-12-08,Facebook,35.71,45,29,1
2024-12-08,Instagram,88.56,60,46,1
2024-12-08,LinkedIn,17.33,10,5,1
2024-12-08,Netflix,84.74,0,3,1
2024-12-08,Safari,11.88,1,7,1
2024-12-08,WhatsApp,53.73,102,79,1
2024-12-08,X,33.12,26,16,1
2024-12-09,8 Ball Pool,20.4,4,8,1
2024-12-09,Facebook,38.91,42,30,1
2024-12-09,Instagram,80.37,47,44,1
2024-12-09,LinkedIn,17.76,8,5,1
2024-12-09,Netflix,81.44,0,2,1
2024-12-09,Safari,11.15,1,5,1
2024-12-09,WhatsApp,47.81,107,68,1
2024-12-09,X,25.51,25,14,1
2024-12-10,8 Ball Pool,19.33,5,7,1
2024-12-10,Facebook,38.45,39,36,1
2024-12-10,Instagram,78.89,58,52,1
2024-12-10,LinkedIn,16.21,9,5,1
2024-12-10,Netflix,76.24,0,3,1
2024-12-10,Safari,13.27,1,6,1
2024-12-10,WhatsApp,52.23,102,77,1
2024-12-10,X,28.23,32,14,1
2024-12-11,8 Ball Pool,19.75,6,9,1
2024-12-11,Facebook,36.71,44,33,1
2024-12-11,Instagram,84.14,48,45,1
2024-12-11,LinkedIn,18.86,11,6,1
2024-12-11,Netflix,74.37,0,3,1
2024-12-11,Safari,10.35,0,6,1
2024-12-11,WhatsApp,50.88,109,76,1
2024-12-11,X,30.89,28,15,1
2024-12-12,8 Ball Pool,21.35,5,8,1
2024-12-12,Facebook,33.8,44,32,1
2024-12-12,Instagram,86.59,54,44,1
2024-12-12,LinkedIn,16.01,11,5,1
2024-12-12,Netflix,73.36,1,3,1
2024-12-12,Safari,11.3,1,6,1
2024-12-12,WhatsApp,51.07,95,71,1
2024-12-12,X,30.92,27,16,1
2024-12-13,8 Ball Pool,19.49,4,8,1
2024-12-13,Facebook,33.76,38,30,1
2024-12-13,Instagram,77.47,49,43,1
2024-12-13,LinkedIn,14.18,7,5,1
2024-12-13,Netflix,70.4,0,2,1
2024-12-13,Safari,9.22,0,6,1
2024-12-13,WhatsApp,48.3,92,64,1
2024-12-13,X,24.62,26,13,1
2024-12-14,8 Ball Pool,19.08,5,7,1
2024-12-14,Facebook,35.11,50,29,1
2024-12-14,Instagram,86.8,59,46,1
2024-12-14,LinkedIn,17.84,11,4,1
2024-12-14,Netflix,80.32,1,3,1
2024-12-14,Safari,12.89,1,5,1
2024-12-14,WhatsApp,52.42,107,70,1
2024-12-14,X,27.38,28,14,1
2024-12-15,8 Ball Pool,21.32,4,9,1
2024-12-15,Facebook,40.77,48,32,1
2024-12-15,Instagram,88.87,54,44,1
2024-12-15,LinkedIn,18.8,10,6,1
2024-12-15,Netflix,86.24,0,3,1
2024-12-15,Safari,13.19,0,6,1
2024-12-15,WhatsApp,53.12,117,72,1
2024-12-15,X,28.49,29,15,1
2024-12-16,8 Ball Pool,17.82,5,8,1
2024-12-16,Facebook,39.93,43,32,1
2024-12-16,Instagram,85.23,51,44,1
2024-12-16,LinkedIn,13.85,10,5,1
2024-12-16,Netflix,70.12,0,3,1
2024-12-16,Safari,13.33,1,5,1
2024-12-16,WhatsApp,46.91,91,72,1
2024-12-16,X,26.88,26,13,1
2024-12-17,8 Ball Pool,22.23,5,7,1
2024-12-17,Facebook,36.92,43,33,1
2024-12-17,Instagram,83.72,52,45,1
2024-12-17,LinkedIn,17.02,10,5,1
2024-12-17,Netflix,83.49,1,3,1
2024-12-17,Safari,12.27,1,5,1
2024-12-17,WhatsApp,52.37,104,75,1
2024-12-17,X,28.95,29,14,1
2024-12-18,8 Ball Pool,20.11,4,8,1
2024-12-18,Facebook,38.72,49,34,1
2024-12-18,Instagram,92.64,58,41,1
2024-12-18,LinkedIn,16.81,10,4,1
2024-12-18,Netflix,79.4,0,3,1
2024-12-18,Safari,12.84,1,6,1
2024-12-18,WhatsApp,49.79,105,71,1
2024-12-18,X,34.39,25,14,1
2024-12-19,8 Ball Pool,21.06,5,7,1
2024-12-19,Facebook,32.88,44,34,1
2024-12-19,Instagram,78.7,59,43,1
2024-12-19,LinkedIn,17.33,10,5,1
2024-12-19,Netflix,78.84,0,3,1
2024-12-19,Safari,10.94,0,5,1
2024-12-19,WhatsApp,47.12,113,69,1
2024-12-19,X,27.6,32,12,1
2024-12-20,8 Ball Pool,15.77,4,6,1
2024-12-20,Facebook,33.76,40,28,1
2024-12-20,Instagram,62.14,54,41,1
2024-12-20,LinkedIn,15.16,8,5,1
2024-12-20,Netflix,64.22,0,3,1
2024-12-20,Safari,9.61,0,6,1
2024-12-20,WhatsApp,47.2,90,67,1
2024-12-20,X,26.27,25,13,1
2024-12-21,8 Ball Pool,18.57,5,9,1
2024-12-21,Facebook,33.68,40,29,1
2024-12-21,Instagram,81.4,52,48,1
2024-12-21,LinkedIn,16.14,9,6,1
2024-12-21,Netflix,83.05,0,3,1
2024-12-21,Safari,12.15,1,6,1
2024-12-21,WhatsApp,48.47,108,74,1
2024-12-21,X,31.06,31,14,1
2024-12-22,8 Ball Pool,20.81,4,8,1
2024-12-22,Facebook,37.9,44,32,1
2024-12-22,Instagram,80.98,59,48,1
2024-12-22,LinkedIn,17.18,11,5,1
2024-12-22,Netflix,81.27,0,3,1
2024-12-22,Safari,12.8,1,6,1
2024-12-22,WhatsApp,60.99,114,73,1
2024-12-22,X,30.16,24,15,1
2024-12-23,8 Ball Pool,18.18,5,9,1
2024-12-23,Facebook,25.39,36,33,1
2024-12-23,Instagram,77.25,50,41,1
2024-12-23,LinkedIn,14.61,10,5,1
2024-12-23,Netflix,72.49,0,3,1
2024-12-23,Safari,10.5,1,5,1
2024-12-23,WhatsApp,50.44,113,62,1
2024-12-23,X,25.74,25,11,1
2024-12-24,8 Ball Pool,17.0,5,8,1
2024-12-24,Facebook,34.98,45,30,1
2024-12-24,Instagram,88.75,51,41,1
2024-12-24,LinkedIn,17.84,11,5,1
2024-12-24,Netflix,85.66,0,3,1
2024-12-24,Safari,11.39,0,6,1
2024-12-24,WhatsApp,49.88,108,73,1
2024-12-24,X,30.18,24,15,1
2024-12-25,8 Ball Pool,18.07,6,8,1
2024-12-25,Facebook,41.66,44,34,1
2024-12-25,Instagram,88.15,58,48,1
2024-12-25,LinkedIn,17.29,10,5,1
2024-12-25,Netflix,83.02,0,3,1
2024-12-25,Safari,11.84,0,6,1
2024-12-25,WhatsApp,52.69,104,81,1
2024-12-25,X,28.2,27,16,1
2024-12-26,8 Ball Pool,20.16,4,8,1
2024-12-26,Facebook,41.96,46,31,1
2024-12-26,Instagram,82.1,51,46,1
2024-12-26,LinkedIn,16.13,10,5,1
2024-12-26,Netflix,74.98,1,2,1
2024-12-26,Safari,12.44,2,5,1
2024-12-26,WhatsApp,45.93,104,76,1
2024-12-26,X,29.34,30,15,1
2024-12-27,8 Ball Pool,18.58,4,7,1
2024-12-27,Facebook,30.26,37,30,1
2024-12-27,Instagram,71.72,45,38,1
2024-12-27,LinkedIn,13.36,7,5,1
2024-12-27,Netflix,66.88,0,2,1
2024-12-27,Safari,9.64,0,5,1
2024-12-27,WhatsApp,45.55,89,60,1
2024-12-27,X,24.36,28,11,1
2024-12-28,8 Ball Pool,19.84,4,8,1
2024-12-28,Facebook,35.99,42,36,1
2024-12-28,Instagram,92.81,47,46,1
2024-12-28,LinkedIn,16.71,9,5,1
2024-12-28,Netflix,83.22,1,3,1
2024-12-28,Safari,11.86,0,6,1
2024-12-28,WhatsApp,51.12,103,74,1
2024-12-28,X,30.27,27,13,1
2024-12-29,8 Ball Pool,19.78,5,9,1
2024-12-29,Facebook,36.91,51,34,1
2024-12-29,Instagram,74.77,55,45,1
2024-12-29,LinkedIn,15.68,11,5,1
2024-12-29,Netflix,78.98,0,3,1
2024-12-29,Safari,9.74,1,5,1
2024-12-29,WhatsApp,48.58,115,76,1
2024-12-29,X,30.83,31,15,1
2024-12-30,8 Ball Pool,16.66,4,9,1
2024-12-30,Facebook,38.69,41,32,1
2024-12-30,Instagram,64.54,51,40,1
2024-12-30,LinkedIn,17.05,9,5,1
2024-12-30,Netflix,72.34,0,3,1
2024-12-30,Safari,10.76,0,5,1
2024-12-30,WhatsApp,48.79,109,67,1
2024-12-30,X,27.34,26,14,1
2024-12-31,8 Ball Pool,18.78,5,8,1
2024-12-31,Facebook,34.81,41,34,1
2024-12-31,Instagram,71.59,58,50,1
2024-12-31,LinkedIn,17.34,10,6,1
2024-12-31,Netflix,83.64,0,3,1
2024-12-31,Safari,11.5,1,6,1
2024-12-31,WhatsApp,50.26,106,74,1
2024-12-31,X,30.02,30,15,1
2025-01-01,8 Ball Pool,21.33,5,9,1
2025-01-01,Facebook,40.39,44,31,1
2025-01-01,Instagram,92.93,57,47,1
2025-01-01,LinkedIn,18.09,10,5,1
2025-01-01,Netflix,71.87,1,3,1
2025-01-01,Safari,13.67,1,6,1
2025-01-01,WhatsApp,53.49,107,69,1
2025-01-01,X,31.5,25,15,1
2025-01-02,8 Ball Pool,20.17,5,8,1
2025-01-02,Facebook,31.62,37,28,1
2025-01-02,Instagram,87.12,58,47,1
2025-01-02,LinkedIn,18.45,9,5,1
2025-01-02,Netflix,79.27,0,3,1
2025-01-02,Safari,12.97,1,6,1
2025-01-02,WhatsApp,48.8,107,72,1
2025-01-02,X,26.2,28,16,1
2025-01-03,8 Ball Pool,20.27,4,5,1
2025-01-03,Facebook,32.23,41,29,1
2025-01-03,Instagram,66.83,48,41,1
2025-01-03,LinkedIn,14.8,9,4,1
2025-01-03,Netflix,65.7,0,3,1
2025-01-03,Safari,11.36,1,5,1
2025-01-03,WhatsApp,49.64,107,67,1
2025-01-03,X,24.84,25,13,1
2025-01-04,8 Ball Pool,21.64,5,8,1
2025-01-04,Facebook,29.94,42,32,1
2025-01-04,Instagram,71.91,55,51,1
2025-01-04,LinkedIn,17.14,9,4,1
2025-01-04,Netflix,73.07,0,3,1
2025-01-04,Safari,10.02,0,6,1
2025-01-04,WhatsApp,56.48,112,80,1
2025-01-04,X,25.79,27,15,1
2025-01-05,8 Ball Pool,21.75,4,7,1
2025-01-05,Facebook,43.12,39,33,1
2025-01-05,Instagram,87.42,60,46,1
2025-01-05,LinkedIn,17.26,9,4,1
2025-01-05,Netflix,95.81,1,3,1
2025-01-05,Safari,12.81,1,6,1
2025-01-05,WhatsApp,59.4,116,78,1
2025-01-05,X,25.23,26,16,1
2025-01-06,8 Ball Pool,15.92,4,8,1
2025-01-06,Facebook,38.47,41,31,1
2025-01-06,Instagram,75.52,51,39,1
2025-01-06,LinkedIn,15.75,9,5,1
2025-01-06,Netflix,79.25,1,2,1
2025-01-06,Safari,12.26,1,6,1
2025-01-06,WhatsApp,47.48,100,67,1
2025-01-06,X,28.6,27,14,1
2025-01-07,8 Ball Pool,20.48,5,7,1
2025-01-07,Facebook,37.16,44,35,1
2025-01-07,Instagram,77.78,59,50,1
2025-01-07,LinkedIn,17.67,8,5,1
2025-01-07,Netflix,85.29,0,3,1
2025-01-07,Safari,10.66,1,5,1
2025-01-07,WhatsApp,54.75,105,74,1
2025-01-07,X,29.88,30,14,1
